,Age_x,G_x,MP_x,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS_x,WS/48_x,Pos,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,OBPM,DBPM,BPM,VORP,Share
4,21,59,28.9,9.5,3.2,2.8,1.7,0.1,0.401,0.306,0.798,2.4,0.068,PG,10.8,0.484,0.294,0.204,2.8,9.9,6.3,15.6,3.1,0.4,16.0,18.2,-0.1,2.5,-1.3,1.4,0.1,0.9,0.055
5,21,66,24.4,12.5,2.4,2.0,0.7,0.3,0.443,0.414,0.868,1.7,0.05,SG,14.9,0.545,0.373,0.127,1.7,9.6,5.7,14.2,1.6,1.0,12.0,24.7,1.4,0.3,0.9,-2.8,-1.9,0.1,0.05
6,22,65,25.5,11.5,2.6,4.1,0.8,0.1,0.448,0.379,0.832,4.3,0.124,PG,17.6,0.574,0.384,0.324,3.0,8.4,5.6,25.6,1.6,0.4,13.9,19.8,4.2,0.0,3.2,-2.7,0.5,1.1,0.047
7,20,66,32.3,12.8,3.2,3.8,0.7,0.2,0.415,0.38,0.759,1.3,0.029,PG,11.7,0.511,0.359,0.178,1.8,10.3,5.9,20.8,1.2,0.4,17.1,21.7,0.3,1.0,0.0,-2.0,-1.9,0.0,0.035
8,23,63,28.6,9.5,4.8,2.1,1.2,0.5,0.452,0.337,0.551,3.4,0.09,SF,13.3,0.513,0.324,0.142,5.7,13.6,9.6,11.7,2.1,1.2,12.2,16.7,1.6,1.8,0.5,1.2,1.7,1.7,0.023
9,23,56,29.4,12.6,3.6,2.3,0.9,0.3,0.428,0.313,0.764,0.8,0.022,SG,12.9,0.502,0.234,0.231,4.8,9.4,7.0,14.6,1.7,0.7,14.3,22.9,0.5,0.3,-0.7,-1.8,-2.5,-0.2,0.007
10,21,66,27.2,12.1,3.5,4.4,0.9,0.3,0.366,0.305,0.789,0.3,0.009,PG,14.9,0.464,0.295,0.278,1.9,13.5,7.5,30.2,1.8,0.8,12.1,25.2,-0.2,0.5,0.6,-1.8,-1.2,0.3,0.005
11,20,28,8.5,2.3,0.5,1.1,0.3,0.0,0.347,0.133,0.786,-0.5,-0.105,PG,3.3,0.403,0.208,0.194,1.0,6.5,3.7,19.3,1.6,0.0,27.1,20.5,-0.7,0.2,-7.4,-2.4,-9.8,-0.5,0.002
0,22,82,38.6,19.0,3.1,6.5,0.9,0.2,0.429,0.368,0.844,5.8,0.088,PG,16.4,0.546,0.391,0.249,1.5,8.0,4.7,28.8,1.2,0.5,14.5,24.2,5.1,0.7,2.7,-2.4,0.3,1.9,1.0
1,19,64,28.8,13.5,8.2,1.0,1.2,1.8,0.516,0.0,0.751,6.1,0.159,PF,21.7,0.559,0.009,0.333,10.5,23.5,16.8,6.1,2.2,5.1,10.3,21.8,3.7,2.4,0.5,1.9,2.3,2.0,0.506
2,19,56,31.2,13.9,3.8,2.4,0.9,0.5,0.41,0.386,0.786,3.0,0.082,SG,13.6,0.515,0.344,0.231,2.7,10.8,6.7,13.7,1.5,1.3,10.6,22.2,1.0,2.0,0.0,0.0,-0.1,0.9,0.155
3,19,60,20.7,7.9,7.6,0.5,1.0,1.6,0.608,0.5,0.371,4.5,0.172,C,21.6,0.578,0.006,0.465,15.4,27.2,21.2,4.1,2.5,6.1,12.2,17.2,2.2,2.3,-0.3,2.6,2.4,1.4,0.06
4,21,61,28.8,14.7,2.4,3.0,1.0,0.3,0.412,0.31,0.746,0.9,0.026,SG,13.7,0.492,0.249,0.261,1.4,8.8,4.9,18.4,1.7,0.7,11.8,26.1,0.3,0.6,-0.5,-2.7,-3.2,-0.5,0.035
5,20,81,25.4,9.2,4.1,1.2,0.6,0.2,0.439,0.359,0.758,2.8,0.065,SF,11.0,0.526,0.231,0.303,2.9,14.5,8.9,7.3,1.3,0.5,12.4,17.7,0.9,1.9,-2.1,-0.3,-2.4,-0.2,0.013
6,28,56,15.4,8.7,2.1,0.5,0.3,0.2,0.479,0.421,0.759,2.1,0.117,PF,16.8,0.583,0.368,0.218,4.5,11.9,8.1,5.7,1.0,1.2,10.7,25.3,1.5,0.6,1.0,-3.2,-2.2,-0.1,0.013
7,19,78,26.0,9.0,5.8,1.5,0.7,0.9,0.458,0.222,0.749,2.1,0.051,SF,14.0,0.506,0.015,0.305,7.2,18.9,12.9,10.1,1.4,2.8,12.7,17.9,1.1,1.0,-2.3,0.1,-2.2,-0.1,0.005
8,20,62,23.9,8.9,6.0,0.7,0.3,1.3,0.557,0.0,0.789,3.9,0.127,C,15.6,0.619,0.0,0.505,9.6,20.5,14.9,5.0,0.6,4.2,17.4,16.9,2.5,1.5,-1.3,0.9,-0.5,0.6,0.003
9,21,61,14.8,6.1,1.5,0.9,0.2,0.2,0.446,0.384,0.843,1.7,0.091,SG,13.0,0.576,0.469,0.238,2.2,9.6,6.0,9.8,0.7,0.8,11.0,18.7,1.1,0.6,-0.5,-2.3,-2.8,-0.2,0.002
0,22,70,34.5,16.7,6.2,6.3,1.9,0.6,0.405,0.264,0.703,1.3,0.026,PG,15.5,0.48,0.197,0.348,4.3,15.6,9.8,30.2,2.6,1.4,16.9,25.7,-0.8,2.1,-0.6,0.4,-0.2,1.1,0.918
1,21,80,31.1,13.8,4.1,4.1,1.6,0.5,0.419,0.327,0.78,1.3,0.026,PG,13.6,0.514,0.241,0.34,1.9,13.1,7.5,21.9,2.7,1.2,19.2,24.4,-1.4,2.8,-1.6,0.8,-0.8,0.8,0.587
2,21,70,32.3,12.8,3.0,5.7,0.6,0.1,0.38,0.33,0.903,0.9,0.02,PG,12.6,0.473,0.375,0.126,1.8,9.0,5.3,29.4,1.0,0.2,12.2,21.8,1.0,0.0,0.5,-3.0,-2.5,-0.3,0.155
3,23,70,18.2,7.4,4.4,0.9,0.7,0.8,0.659,0.0,0.626,4.7,0.176,C,19.0,0.67,0.01,0.646,9.3,19.6,14.5,8.1,2.0,3.6,16.6,17.1,3.0,1.7,0.5,1.9,2.4,1.4,0.094
4,21,81,23.1,10.2,1.5,0.8,0.5,0.1,0.428,0.363,0.828,3.1,0.08,SG,12.7,0.554,0.521,0.186,1.2,6.6,3.8,5.8,1.2,0.3,5.9,19.6,2.7,0.4,1.3,-3.5,-2.3,-0.1,0.037
5,24,60,13.6,4.8,5.0,0.7,0.5,0.8,0.498,1.0,0.634,2.2,0.129,C,16.5,0.534,0.004,0.41,13.4,26.9,20.0,7.2,1.8,4.6,16.8,16.8,0.7,1.5,-2.4,3.1,0.7,0.5,0.005
6,20,81,14.8,3.3,4.1,0.5,0.5,0.7,0.503,0.0,0.581,2.9,0.114,C,11.2,0.541,0.0,0.735,14.1,17.1,15.6,4.9,1.7,3.9,22.5,11.7,0.9,1.9,-2.1,2.4,0.3,0.7,0.002
7,19,77,24.6,6.8,4.4,1.9,0.8,0.8,0.414,0.347,0.683,1.2,0.031,SF,10.8,0.518,0.282,0.483,4.6,16.3,10.2,12.1,1.7,2.6,19.4,15.0,0.1,1.1,-2.5,0.7,-1.8,0.1,0.002
8,24,71,16.5,4.9,1.9,2.9,0.9,0.1,0.457,0.311,0.611,1.5,0.062,SG,12.3,0.506,0.196,0.232,2.3,11.5,6.9,26.5,3.0,0.6,22.8,17.5,-0.1,1.6,-1.9,0.8,-1.1,0.3,0.002
0,19,82,36.2,16.9,4.6,2.1,1.0,0.6,0.437,0.31,0.76,2.1,0.034,SF,13.9,0.517,0.111,0.41,5.0,9.5,7.2,9.8,1.5,1.3,11.7,22.6,2.1,0.0,-0.5,-1.8,-2.3,-0.2,0.929
1,23,82,20.2,10.2,4.9,1.2,0.7,0.7,0.405,0.316,0.803,5.7,0.165,PF,17.9,0.556,0.502,0.455,4.3,21.8,13.3,9.7,1.7,2.4,10.6,22.8,3.0,2.7,1.2,0.0,1.2,1.3,0.515
2,20,75,30.8,9.9,8.1,1.7,1.8,1.9,0.462,0.0,0.609,4.0,0.083,C,15.0,0.493,0.0,0.352,8.3,21.0,14.3,9.8,2.9,5.0,16.2,17.0,-0.2,4.2,-3.7,4.5,0.8,1.6,0.217
3,20,82,30.4,8.9,4.3,6.5,1.7,0.2,0.425,0.262,0.551,2.3,0.044,PG,13.8,0.456,0.059,0.302,4.8,11.2,7.9,32.6,2.9,0.7,20.2,18.3,0.0,2.3,-1.5,0.8,-0.7,0.8,0.122
4,20,67,27.0,7.8,3.3,3.1,1.5,0.3,0.367,0.335,0.646,2.9,0.077,PG,11.0,0.491,0.57,0.266,3.6,9.9,6.7,16.3,2.7,0.8,14.4,15.1,0.7,2.2,-0.1,1.3,1.1,1.4,0.009
5,20,62,17.8,6.9,6.2,0.8,0.8,1.1,0.446,0.0,0.636,1.6,0.069,C,14.8,0.483,0.005,0.345,11.8,26.1,18.7,7.3,2.4,4.8,16.3,20.7,-0.2,1.8,-3.7,3.1,-0.6,0.4,0.005
6,22,59,25.0,11.9,3.2,3.5,0.9,0.2,0.448,0.314,0.829,2.4,0.078,PG,16.9,0.528,0.203,0.265,4.0,10.5,7.1,23.8,1.8,0.7,12.6,23.0,2.0,0.4,1.4,-1.7,-0.3,0.6,0.003
0,20,82,32.0,18.3,10.5,2.0,0.7,1.7,0.542,0.341,0.811,8.3,0.151,C,22.5,0.59,0.076,0.239,10.3,27.5,19.0,11.3,1.1,4.3,12.6,24.9,5.5,2.8,1.6,1.1,2.8,3.2,1.0
1,20,72,28.4,14.3,7.3,1.3,0.7,1.9,0.421,0.333,0.838,4.4,0.102,PF,17.7,0.518,0.274,0.271,7.1,20.7,14.0,7.9,1.3,5.0,10.9,24.6,1.5,2.9,-0.8,0.9,0.2,1.1,0.558
2,20,80,21.7,10.0,7.0,2.4,1.0,0.6,0.512,0.333,0.811,6.7,0.185,C,21.5,0.582,0.14,0.317,11.4,24.7,17.9,18.1,2.3,2.3,13.2,19.9,4.5,2.2,2.6,2.2,4.8,3.0,0.091
3,19,76,27.7,13.8,2.5,2.6,0.6,0.3,0.423,0.343,0.84,1.9,0.043,SG,11.9,0.535,0.333,0.295,1.4,8.4,4.8,15.8,1.0,0.8,14.0,23.0,1.2,0.7,-0.6,-2.4,-3.1,-0.6,0.075
4,20,53,30.0,17.5,7.0,1.2,0.4,1.2,0.508,0.167,0.686,1.2,0.037,C,17.1,0.536,0.008,0.248,8.1,17.8,12.8,8.2,0.7,2.9,12.5,27.3,0.3,0.9,-2.6,-1.5,-4.1,-0.8,0.052
5,19,78,28.6,6.4,5.2,1.5,0.9,0.3,0.422,0.276,0.684,2.5,0.054,SF,8.4,0.489,0.251,0.253,4.2,15.8,10.2,7.4,1.6,0.9,15.6,12.5,-0.2,2.7,-2.2,1.6,-0.6,0.8,0.011
6,19,68,30.4,12.8,3.4,5.5,1.0,0.5,0.364,0.319,0.67,-2.1,-0.049,PG,9.9,0.437,0.256,0.231,1.7,10.9,6.2,29.0,1.6,1.4,17.9,25.7,-3.3,1.2,-3.1,-1.2,-4.3,-1.2,0.006
7,19,60,22.8,10.3,5.5,0.7,0.4,1.4,0.498,0.214,0.727,3.1,0.109,C,15.4,0.531,0.026,0.228,5.5,21.0,13.3,5.0,0.9,5.1,10.3,20.9,0.8,2.3,-3.7,1.4,-2.3,-0.1,0.005
8,19,80,28.2,13.2,3.4,3.3,1.2,0.2,0.41,0.351,0.737,0.0,0.001,PG,13.2,0.507,0.387,0.199,2.2,11.2,6.5,21.2,2.1,0.5,15.9,24.1,-0.7,0.7,-0.2,-1.7,-1.8,0.1,0.002
0,24,75,26.4,10.2,2.8,4.2,1.1,0.2,0.457,0.404,0.865,4.1,0.1,SG,14.9,0.555,0.304,0.198,2.8,9.6,6.3,24.3,2.2,0.5,14.1,18.5,2.6,1.5,0.6,-1.1,-0.5,0.8,0.828
1,22,81,26.3,12.8,6.3,2.2,0.7,0.4,0.411,0.311,0.782,1.0,0.023,PF,12.8,0.508,0.368,0.237,5.8,20.8,13.3,14.3,1.3,1.1,15.2,24.6,-1.2,2.2,-2.0,-0.2,-2.2,-0.1,0.532
2,22,31,25.4,20.2,7.8,2.1,0.9,2.5,0.466,0.367,0.783,1.9,0.117,C,24.1,0.584,0.228,0.569,8.5,25.6,17.0,16.0,1.7,7.7,17.9,36.0,0.5,1.5,0.0,3.2,3.1,1.0,0.354
3,23,82,23.0,10.6,3.3,1.5,0.5,0.1,0.426,0.391,0.842,1.3,0.032,SG,11.8,0.541,0.494,0.099,2.0,13.5,7.8,10.3,1.0,0.4,11.2,21.3,0.0,1.3,-0.9,-1.9,-2.7,-0.4,0.042
4,23,82,23.0,10.6,3.3,1.5,0.5,0.1,0.426,0.391,0.842,1.3,0.032,SG,9.9,0.503,0.512,0.07,1.7,13.4,7.5,10.3,0.8,0.5,9.0,20.4,-0.4,0.9,-1.9,-1.6,-3.5,-0.4,0.042
5,23,82,23.0,10.6,3.3,1.5,0.5,0.1,0.426,0.391,0.842,1.3,0.032,SG,14.9,0.6,0.466,0.145,2.6,13.7,8.2,10.3,1.4,0.3,14.4,22.9,0.4,0.4,0.7,-2.2,-1.5,0.1,0.042
6,22,72,18.4,8.2,7.0,1.3,0.6,0.5,0.529,0.267,0.728,3.4,0.123,C,19.0,0.564,0.032,0.269,13.8,27.1,20.4,11.5,1.5,2.2,16.1,20.3,1.8,1.6,-0.6,0.6,0.0,0.7,0.016
7,19,82,21.5,9.9,2.6,2.1,0.6,0.3,0.404,0.334,0.883,1.3,0.037,SG,11.9,0.518,0.471,0.164,2.6,10.7,6.7,14.0,1.4,1.1,12.6,21.6,0.6,0.7,-0.5,-2.1,-2.6,-0.3,0.016
8,19,82,21.3,9.2,4.2,0.7,0.8,0.9,0.449,0.321,0.624,1.8,0.05,PF,12.3,0.529,0.354,0.286,5.8,16.1,10.8,5.2,1.8,3.2,13.2,19.7,0.3,1.5,-1.6,0.0,-1.6,0.2,0.006
9,20,78,17.2,6.6,2.8,0.8,0.4,0.2,0.454,0.341,0.685,1.5,0.053,SF,10.3,0.539,0.319,0.293,3.8,14.4,9.1,7.2,1.3,1.1,12.5,18.1,0.2,1.3,-3.1,-0.9,-4.0,-0.7,0.002
10,23,46,26.0,10.0,2.4,3.7,0.9,0.2,0.406,0.386,0.831,1.8,0.072,PG,13.1,0.533,0.447,0.226,1.8,9.2,5.3,23.2,1.8,0.7,13.9,19.6,0.8,1.0,-0.1,-0.6,-0.7,0.4,0.002
11,23,46,26.0,10.0,2.4,3.7,0.9,0.2,0.406,0.386,0.831,1.8,0.072,PG,6.5,0.482,0.551,0.327,2.8,5.5,4.2,16.9,0.6,1.0,20.0,19.9,-0.2,0.0,-4.0,-3.3,-7.3,-0.2,0.002
12,23,46,26.0,10.0,2.4,3.7,0.9,0.2,0.406,0.386,0.831,1.8,0.072,PG,14.1,0.541,0.432,0.212,1.7,9.7,5.5,24.1,2.0,0.6,12.9,19.5,1.0,0.9,0.5,-0.3,0.2,0.6,0.002
13,25,78,25.2,6.4,3.3,1.6,0.6,0.2,0.413,0.332,0.62,2.9,0.072,SG,9.1,0.506,0.478,0.154,5.2,9.2,7.2,8.8,1.2,0.7,10.2,12.3,1.2,1.7,-0.8,0.5,-0.4,0.8,0.002
0,19,72,32.2,21.2,7.8,6.0,1.1,0.3,0.427,0.327,0.713,4.9,0.101,SG,19.6,0.545,0.433,0.409,4.0,21.9,13.0,31.6,1.6,0.9,15.0,30.5,2.1,2.8,3.6,0.3,3.9,3.4,0.992
1,20,81,30.9,19.1,3.7,8.1,0.9,0.2,0.418,0.324,0.829,3.3,0.062,PG,17.0,0.539,0.384,0.33,2.6,10.2,6.3,40.5,1.3,0.5,17.6,28.4,2.5,0.7,2.3,-2.8,-0.6,0.9,0.602
2,20,71,30.7,16.3,10.3,1.8,0.9,0.9,0.585,0.0,0.746,5.8,0.128,C,20.5,0.608,0.005,0.217,11.1,26.1,18.5,9.6,1.3,2.6,11.7,21.2,4.1,1.7,1.3,-1.1,0.2,1.2,0.132
4,20,82,31.8,16.7,2.9,3.0,0.5,0.1,0.43,0.402,0.839,-0.6,-0.011,PG,12.0,0.52,0.245,0.211,2.3,8.0,5.0,15.3,0.8,0.2,12.3,25.2,-0.1,-0.5,-1.4,-3.3,-4.7,-1.8,0.02
5,20,82,26.5,10.8,2.8,3.3,1.2,0.5,0.476,0.367,0.8,3.3,0.074,PG,13.4,0.554,0.194,0.272,2.9,8.3,5.7,17.8,2.1,1.6,15.0,18.3,1.5,1.9,-0.9,0.4,-0.5,0.8,0.014
7,20,74,23.7,7.7,2.9,1.2,1.2,0.4,0.386,0.279,0.728,1.2,0.034,SG,9.4,0.492,0.423,0.319,2.5,10.9,6.6,6.9,2.4,1.6,9.8,15.4,-0.1,1.4,-3.5,0.4,-3.1,-0.5,0.002
8,20,66,20.6,7.3,6.4,0.6,0.8,2.4,0.694,0.0,0.6,6.1,0.217,C,22.0,0.692,0.0,0.464,13.3,19.4,16.3,4.2,1.8,10.0,9.1,12.1,4.0,2.2,0.1,2.4,2.5,1.6,0.002
0,20,67,31.0,17.8,3.9,7.3,0.9,0.3,0.477,0.335,0.776,3.8,0.088,PG,17.4,0.556,0.191,0.329,2.6,10.4,6.6,35.2,1.3,0.8,17.0,25.9,2.3,1.5,1.5,-1.2,0.3,1.2,0.996
1,24,67,29.3,15.3,2.7,3.3,0.8,0.2,0.439,0.35,0.85,2.0,0.049,SG,12.9,0.534,0.428,0.109,1.2,8.7,5.1,18.5,1.4,0.8,10.6,24.1,0.4,1.6,-1.0,-1.3,-2.3,-0.1,0.408
2,19,24,27.8,22.5,6.3,2.1,0.7,0.4,0.583,0.429,0.64,2.0,0.141,PF,24.1,0.616,0.039,0.494,10.1,13.7,11.9,13.3,1.1,1.1,11.9,30.5,1.5,0.4,3.5,-1.4,2.1,0.7,0.28
3,23,58,22.4,12.1,5.9,1.4,0.6,0.8,0.618,0.359,0.759,5.0,0.183,PF,20.9,0.663,0.134,0.234,7.6,20.1,14.0,9.5,1.1,3.2,9.4,18.7,3.4,1.6,2.4,0.7,3.1,1.7,0.1
4,19,65,25.8,13.2,3.5,2.7,0.8,0.1,0.394,0.354,0.791,0.9,0.026,SG,11.9,0.506,0.475,0.163,1.8,14.0,7.6,16.5,1.4,0.3,11.4,24.4,-0.5,1.4,-1.2,-1.6,-2.8,-0.4,0.006
5,22,72,16.8,7.5,3.3,1.6,0.5,0.2,0.456,0.388,0.864,3.1,0.122,SG,13.8,0.588,0.555,0.135,4.5,16.0,10.3,14.2,1.5,1.1,14.1,19.0,1.2,1.9,0.1,0.7,0.8,0.8,0.004
6,23,60,27.6,14.0,4.6,2.1,0.5,0.2,0.497,0.287,0.774,2.1,0.062,PF,14.5,0.571,0.202,0.331,5.2,13.1,9.0,12.7,0.9,0.7,11.4,21.4,1.6,0.5,-0.7,-2.0,-2.7,-0.3,0.004
7,19,56,30.4,14.3,5.0,2.6,1.0,0.3,0.402,0.32,0.614,-0.5,-0.015,SG,10.7,0.479,0.271,0.349,3.0,14.8,8.7,12.8,1.6,0.9,12.9,24.0,-1.6,1.1,-2.9,-1.5,-4.3,-1.0,0.002
