,Age_x,G_x,MP_x,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS_x,WS/48_x,Pos,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,OBPM,DBPM,BPM,VORP,Share
7,26,80,34.5,6.4,13.2,1.5,1.3,2.3,0.49,0.25,0.336,7.0,0.121,C,14.8,0.47,0.009,0.542,11.5,29.6,20.4,6.8,2.0,4.8,17.7,10.4,1.0,6.0,-2.4,5.7,3.4,3.7,0.049
8,27,50,36.0,12.4,8.3,1.2,0.6,3.7,0.499,0.0,0.76,5.2,0.138,C,16.3,0.562,0.0,0.475,8.0,17.7,13.0,5.3,0.9,7.6,18.6,17.0,1.7,3.5,-1.6,4.9,3.3,2.4,0.033
9,29,82,32.7,7.6,3.0,1.6,1.0,0.6,0.363,0.336,0.609,4.2,0.075,SF,8.1,0.478,0.528,0.277,2.0,8.8,5.4,8.2,1.7,1.5,10.2,13.1,0.5,3.7,-1.4,1.8,0.4,1.6,0.016
10,34,80,40.7,16.1,9.6,3.1,1.0,0.3,0.482,0.0,0.781,11.6,0.171,PF,17.4,0.555,0.0,0.497,6.2,21.9,14.1,14.2,1.4,0.6,13.3,20.0,6.0,5.6,0.3,2.3,2.7,3.8,0.016
11,28,74,39.5,28.7,12.7,3.7,0.6,2.8,0.572,0.0,0.513,14.9,0.245,C,30.2,0.574,0.001,0.684,11.3,24.8,18.1,18.8,0.8,4.9,10.5,31.6,11.1,3.9,5.7,1.6,7.3,6.8,0.016
12,22,68,40.9,28.5,5.9,5.0,1.7,0.6,0.464,0.305,0.853,11.3,0.196,SG,24.5,0.552,0.132,0.369,4.3,11.8,8.1,23.0,2.1,1.1,11.1,31.8,9.2,2.2,5.3,-1.0,4.2,4.4,0.008
13,25,71,42.0,31.1,3.8,4.6,2.5,0.3,0.42,0.32,0.814,11.8,0.19,SG,24.0,0.518,0.169,0.397,1.9,8.3,5.2,23.0,3.2,0.5,10.0,35.9,7.3,4.5,5.0,-0.1,4.8,5.1,0.008
14,27,77,39.8,16.9,6.4,9.8,2.2,0.3,0.411,0.297,0.814,9.6,0.15,PG,19.4,0.51,0.211,0.367,3.3,15.2,9.1,41.2,2.8,0.5,18.3,22.7,4.2,5.4,2.7,2.1,4.8,5.3,0.008
15,22,79,36.2,17.3,10.7,2.0,1.7,1.4,0.48,0.256,0.81,11.7,0.196,SF,21.0,0.532,0.071,0.249,8.6,25.4,16.8,10.2,2.4,2.7,9.1,22.1,5.3,6.4,1.0,3.2,4.2,4.5,0.008
0,27,80,36.5,7.6,13.0,1.4,1.7,3.5,0.531,0.0,0.423,11.6,0.19,C,18.6,0.522,0.006,0.488,12.9,28.9,21.0,6.2,2.5,6.7,10.7,10.5,4.3,7.2,-0.6,6.5,5.9,5.9,0.967
1,25,81,39.2,21.2,12.1,5.2,1.2,1.6,0.47,0.319,0.801,12.8,0.194,PF,23.8,0.536,0.083,0.32,9.0,26.5,17.8,22.4,1.6,2.9,12.5,26.0,7.9,4.9,3.6,3.1,6.7,7.0,0.017
2,23,80,38.3,25.2,5.5,5.5,1.5,0.4,0.469,0.25,0.829,12.7,0.199,SG,23.2,0.544,0.083,0.369,4.1,11.7,7.9,25.9,2.0,0.8,10.7,30.4,8.9,3.8,4.4,0.1,4.4,5.0,0.008
3,35,80,36.3,11.5,10.8,1.0,0.4,2.4,0.501,0.0,0.764,9.6,0.158,C,16.0,0.574,0.0,0.568,10.0,23.5,16.8,4.8,0.5,5.0,16.3,15.1,4.1,5.5,-1.5,2.9,1.3,2.5,0.008
0,28,73,39.4,6.9,15.4,1.6,1.4,3.2,0.481,0.167,0.45,10.6,0.176,C,17.2,0.486,0.014,0.432,11.9,34.9,23.2,6.9,2.0,5.9,14.5,10.2,2.7,7.9,-1.9,7.0,5.1,5.1,0.908
1,23,69,33.6,15.5,5.2,2.9,2.3,0.7,0.428,0.336,0.736,7.2,0.15,SF,17.6,0.529,0.249,0.439,5.0,12.4,8.8,14.9,3.6,1.6,12.6,22.5,3.2,4.1,2.0,2.3,4.3,3.7,0.209
2,26,82,40.5,23.0,13.4,6.0,1.4,1.6,0.502,0.282,0.751,15.6,0.225,PF,26.4,0.553,0.048,0.339,8.6,28.5,18.8,25.8,1.8,2.8,11.9,26.4,9.8,5.8,5.0,3.7,8.7,9.0,0.207
3,26,81,39.3,23.3,12.9,3.9,0.7,2.9,0.513,0.273,0.71,16.5,0.248,PF,26.9,0.564,0.016,0.455,9.9,27.3,19.0,19.5,0.9,5.2,12.9,28.0,9.5,6.9,3.3,4.2,7.4,7.6,0.154
4,32,80,33.9,9.4,4.3,4.7,2.3,0.5,0.479,0.395,0.81,8.9,0.157,SG,15.0,0.59,0.332,0.312,2.5,10.6,6.8,19.3,3.3,0.9,18.5,12.7,4.2,4.7,1.3,2.9,4.2,4.2,0.145
5,27,82,42.5,27.6,4.2,5.5,2.7,0.2,0.414,0.277,0.774,9.2,0.127,SG,21.2,0.5,0.156,0.379,2.3,9.5,5.8,25.1,3.4,0.3,11.2,32.9,5.0,4.2,3.1,-0.3,2.8,4.2,0.05
6,31,82,31.3,7.1,2.9,1.4,0.8,0.5,0.466,0.441,0.404,5.1,0.096,SF,9.1,0.563,0.478,0.186,2.8,7.8,5.4,6.8,1.4,1.1,12.2,10.7,2.4,2.7,0.3,1.2,1.5,2.3,0.034
7,24,82,41.5,30.0,6.9,5.9,2.2,0.8,0.451,0.383,0.843,14.9,0.21,SG,26.2,0.55,0.168,0.371,3.5,15.3,9.3,27.2,2.8,1.4,11.4,32.9,11.0,4.0,6.1,0.3,6.4,7.1,0.027
8,29,81,31.1,8.7,7.5,0.9,0.7,3.2,0.464,0.0,0.72,4.0,0.077,C,13.8,0.512,0.0,0.36,7.3,19.7,13.7,4.8,1.2,7.3,16.6,15.0,0.7,3.4,-3.4,3.3,0.0,1.2,0.026
9,29,82,37.9,12.9,3.7,6.6,1.6,0.1,0.452,0.219,0.858,8.4,0.13,PG,15.6,0.546,0.04,0.474,2.6,8.8,5.7,27.6,2.2,0.3,16.7,16.8,5.7,2.7,1.1,-0.2,0.9,2.3,0.01
10,34,80,40.1,20.4,4.2,8.3,1.7,0.3,0.454,0.297,0.71,9.1,0.136,PG,21.1,0.504,0.124,0.24,2.9,9.5,6.1,38.9,2.2,0.5,10.3,26.4,7.0,2.1,4.2,-1.0,3.2,4.2,0.009
11,34,80,40.1,20.4,4.2,8.3,1.7,0.3,0.454,0.297,0.71,9.1,0.136,PG,21.4,0.495,0.115,0.236,3.1,10.8,6.9,41.6,2.4,0.4,10.7,27.1,4.3,1.9,4.4,-0.1,4.3,3.4,0.009
12,34,80,40.1,20.4,4.2,8.3,1.7,0.3,0.454,0.297,0.71,9.1,0.136,PG,20.5,0.523,0.143,0.249,2.5,6.8,4.6,33.8,2.0,0.5,9.6,25.0,2.8,0.1,3.9,-2.9,1.0,0.8,0.009
13,25,77,34.1,16.7,8.3,2.4,1.3,0.9,0.47,0.209,0.653,7.1,0.129,PF,16.9,0.511,0.04,0.362,7.1,20.7,13.9,13.0,2.0,2.0,13.3,24.8,1.8,5.3,-0.8,2.0,1.2,2.1,0.007
14,27,82,21.8,5.4,6.0,0.5,0.5,2.5,0.536,0.0,0.673,4.0,0.106,C,15.3,0.563,0.003,0.301,10.6,18.5,14.6,3.1,1.1,7.6,15.7,11.0,2.3,1.7,-1.2,2.7,1.5,1.6,0.005
15,24,81,41.6,21.2,9.5,2.4,2.3,1.2,0.452,0.387,0.851,13.0,0.186,SF,21.3,0.538,0.248,0.201,6.6,19.4,13.0,10.4,2.9,2.1,9.0,23.3,7.3,5.8,3.2,2.3,5.5,6.4,0.005
16,30,67,37.8,27.5,11.1,3.1,0.6,2.4,0.574,0.0,0.622,13.2,0.25,C,29.5,0.602,0.0,0.599,11.4,21.6,16.5,16.2,0.8,4.5,11.4,30.2,10.2,3.0,5.5,0.8,6.3,5.3,0.005
0,24,73,37.2,18.3,5.3,3.7,2.1,0.7,0.421,0.31,0.733,8.0,0.141,SF,18.2,0.511,0.218,0.395,4.3,12.5,8.4,19.2,3.1,1.4,13.4,26.2,2.8,5.2,1.9,2.3,4.2,4.2,0.787
1,29,81,37.7,9.5,12.4,1.7,1.8,3.0,0.421,0.125,0.49,10.2,0.16,C,17.3,0.441,0.011,0.388,12.5,25.5,19.1,7.7,2.6,6.1,12.3,15.3,1.1,9.1,-1.6,6.8,5.1,5.5,0.537
2,30,85,31.3,7.9,7.2,0.8,0.6,3.6,0.485,0.0,0.645,5.2,0.094,C,14.4,0.521,0.0,0.395,8.6,17.9,13.3,4.3,1.1,8.6,15.7,13.2,1.8,3.4,-2.6,4.0,1.4,2.3,0.149
3,30,85,31.3,7.9,7.2,0.8,0.6,3.6,0.485,0.0,0.645,5.2,0.094,C,12.9,0.5,0.0,0.394,7.3,18.8,13.1,5.1,1.0,7.4,16.4,14.5,0.4,1.9,-3.4,3.2,-0.2,0.7,0.149
4,30,85,31.3,7.9,7.2,0.8,0.6,3.6,0.485,0.0,0.645,5.2,0.094,C,16.8,0.566,0.0,0.398,10.6,16.6,13.6,3.1,1.3,10.4,14.1,11.2,1.4,1.6,-1.3,5.4,4.1,1.6,0.149
5,32,82,32.0,6.9,3.1,1.4,1.0,0.4,0.42,0.363,0.579,5.4,0.098,SF,8.2,0.512,0.422,0.227,1.9,8.8,5.4,6.7,1.7,0.9,14.0,11.3,0.8,4.6,-1.5,2.5,1.0,2.0,0.126
6,22,78,37.1,16.5,8.1,3.1,1.9,2.8,0.443,0.338,0.79,11.6,0.192,PF,22.6,0.559,0.216,0.533,9.5,17.5,13.5,15.7,2.9,6.3,15.8,21.9,6.5,5.0,3.6,4.7,8.2,7.5,0.111
7,27,82,39.4,24.2,13.9,5.0,1.5,2.2,0.499,0.256,0.791,18.3,0.272,PF,29.4,0.547,0.027,0.289,9.1,30.0,20.1,24.4,2.0,4.0,10.5,29.6,10.4,8.0,4.9,5.0,9.9,9.8,0.06
8,27,69,36.6,22.3,12.4,3.1,0.9,2.7,0.501,0.167,0.599,13.1,0.249,PF,27.1,0.534,0.01,0.498,10.2,27.6,19.0,17.4,1.3,5.3,11.3,29.7,5.9,7.2,2.4,4.9,7.3,5.9,0.013
9,37,82,34.7,11.8,3.9,3.3,0.8,0.9,0.387,0.357,0.711,2.0,0.033,PF,10.8,0.473,0.332,0.183,2.1,10.6,6.4,16.0,1.3,1.8,14.5,19.3,-0.1,2.1,-1.0,0.3,-0.8,0.9,0.008
10,26,65,34.6,16.7,9.5,2.5,1.5,1.3,0.488,0.28,0.684,6.7,0.142,PF,18.7,0.528,0.028,0.327,7.0,25.3,16.2,13.7,2.3,2.8,14.0,25.0,1.5,5.1,-1.0,2.9,1.9,2.2,0.003
11,25,65,37.6,24.0,5.5,5.1,1.7,0.4,0.438,0.327,0.852,10.7,0.21,SG,23.7,0.551,0.184,0.452,4.7,12.0,8.3,24.4,2.4,0.8,10.8,29.1,7.8,3.0,5.5,0.2,5.7,4.7,0.002
12,31,67,36.8,21.5,11.5,2.9,0.5,2.5,0.584,0.0,0.49,9.9,0.192,C,24.4,0.578,0.0,0.713,11.1,24.4,17.7,14.8,0.7,5.0,13.5,26.3,5.9,4.0,2.8,2.6,5.4,4.6,0.002
13,27,82,29.9,13.7,4.9,1.5,1.7,0.5,0.478,0.386,0.83,10.0,0.195,SG,18.8,0.614,0.377,0.435,4.2,14.5,9.3,8.4,2.9,1.2,10.9,18.9,6.8,3.2,3.7,0.9,4.6,4.0,0.002
14,24,81,20.6,5.7,2.2,5.0,1.1,0.2,0.371,0.245,0.652,1.8,0.052,PG,12.8,0.438,0.228,0.297,3.3,8.8,6.0,37.5,2.9,0.8,21.8,18.1,0.1,1.7,-1.2,-0.7,-1.9,0.0,0.002
0,30,74,36.1,9.7,12.2,1.7,1.4,2.4,0.453,0.111,0.428,8.5,0.153,C,17.4,0.459,0.014,0.467,12.9,26.5,19.8,7.6,2.2,5.0,9.5,15.2,1.8,6.7,-1.5,5.4,3.8,3.9,0.542
1,33,82,32.0,8.2,3.5,1.5,0.7,0.5,0.42,0.403,0.634,6.1,0.111,SF,9.5,0.521,0.423,0.187,2.2,10.5,6.3,7.5,1.1,1.1,8.1,12.5,2.1,4.0,-0.6,1.8,1.1,2.1,0.395
2,30,66,30.5,10.3,10.0,2.3,0.9,3.0,0.465,0.0,0.723,5.8,0.138,C,18.0,0.505,0.007,0.288,7.5,30.1,18.9,12.0,1.6,7.4,13.2,17.2,1.2,4.5,-2.4,5.8,3.4,2.8,0.269
3,28,66,33.4,20.3,11.1,2.7,0.7,2.6,0.496,0.333,0.67,11.2,0.245,PF,27.0,0.54,0.009,0.437,10.7,28.2,19.4,16.1,1.1,5.7,9.3,28.9,5.5,5.7,1.9,4.5,6.4,4.7,0.13
4,26,81,38.8,19.4,11.3,1.9,2.0,1.5,0.476,0.334,0.833,12.5,0.191,PF,21.7,0.556,0.265,0.213,8.4,22.0,15.5,7.5,2.6,2.5,8.1,21.3,7.3,5.2,2.7,2.2,4.9,5.5,0.091
5,26,61,38.7,22.0,6.3,4.7,2.9,0.3,0.43,0.282,0.777,7.7,0.157,SG,21.6,0.523,0.192,0.417,3.4,15.2,9.1,21.9,3.8,0.6,10.6,26.6,4.6,3.1,3.1,1.0,4.1,3.6,0.085
6,24,82,37.1,14.7,5.3,3.0,0.7,0.9,0.487,0.341,0.807,9.4,0.149,SF,16.2,0.556,0.143,0.285,5.2,11.5,8.4,14.5,1.0,1.8,11.1,18.8,5.4,4.0,1.2,1.2,2.4,3.4,0.074
7,32,73,34.1,22.9,10.4,2.7,0.5,2.3,0.601,0.0,0.461,11.0,0.211,C,27.0,0.583,0.0,0.699,12.4,22.8,17.8,15.7,0.8,5.0,12.4,30.5,6.4,4.6,3.3,2.3,5.6,4.7,0.051
8,28,82,38.1,22.2,13.5,5.7,1.5,1.4,0.502,0.24,0.811,16.1,0.248,PF,28.2,0.567,0.018,0.404,9.5,30.2,20.3,27.1,2.1,2.6,12.2,27.1,10.1,6.0,5.3,4.4,9.7,9.3,0.048
9,23,41,32.9,15.6,6.2,3.2,1.6,3.3,0.493,0.299,0.784,5.5,0.197,PF,24.4,0.599,0.183,0.617,8.0,15.7,11.7,17.4,2.7,8.5,14.4,21.3,3.5,2.0,3.8,5.3,9.1,3.8,0.04
10,29,75,42.3,30.7,4.0,7.9,2.4,0.1,0.424,0.308,0.835,9.0,0.136,PG,23.2,0.532,0.186,0.432,1.8,8.9,5.3,37.6,2.9,0.2,13.7,35.0,5.3,3.7,4.8,-0.5,4.3,5.0,0.016
11,24,77,36.4,15.7,3.9,6.4,1.6,0.3,0.397,0.355,0.792,7.2,0.124,PG,15.3,0.495,0.364,0.193,1.3,10.8,6.1,31.5,2.3,0.6,12.6,22.3,2.5,4.7,1.9,1.3,3.3,3.7,0.01
12,25,76,24.4,6.4,7.7,1.0,0.3,2.1,0.598,0.0,0.517,4.7,0.121,C,15.5,0.596,0.0,0.523,11.5,24.5,18.3,6.4,0.7,6.2,19.3,12.6,2.0,2.7,-1.8,3.0,1.2,1.5,0.01
13,25,82,25.2,6.6,2.7,1.6,0.4,0.4,0.474,0.091,0.789,2.7,0.063,SG,9.3,0.515,0.023,0.24,4.6,7.4,6.0,9.4,0.8,1.0,10.9,13.2,1.7,1.0,-1.6,-0.2,-1.8,0.1,0.006
