,Age_x,G_x,MP_x,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS_x,WS/48_x,Pos,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,OBPM,DBPM,BPM,VORP,Share
14,21,82,32.8,9.0,5.7,3.0,1.7,0.6,0.493,0.331,0.743,6.6,0.118,SG,13.5,0.58,0.26,0.385,3.7,15.9,9.7,14.3,2.6,1.4,17.9,12.8,2.7,4.0,-0.6,2.9,2.3,2.9,0.006
15,30,79,34.0,14.5,8.2,1.8,0.8,1.5,0.44,0.318,0.697,7.1,0.127,PF,16.4,0.499,0.222,0.184,7.7,20.3,14.0,9.8,1.3,3.2,10.0,22.3,2.0,5.1,-0.4,1.9,1.4,2.3,0.005
16,34,80,34.7,11.9,2.9,3.3,1.2,0.1,0.398,0.375,0.857,5.2,0.089,SG,11.8,0.513,0.375,0.225,1.6,8.0,4.8,16.5,1.9,0.3,10.9,17.5,2.3,2.8,0.3,0.1,0.4,1.6,0.005
17,34,80,34.7,11.9,2.9,3.3,1.2,0.1,0.398,0.375,0.857,5.2,0.089,SG,12.2,0.481,0.234,0.222,1.5,9.7,5.4,21.6,2.1,0.1,12.6,21.4,0.1,0.6,-0.8,-1.0,-1.8,0.0,0.005
18,34,80,34.7,11.9,2.9,3.3,1.2,0.1,0.398,0.375,0.857,5.2,0.089,SG,11.6,0.536,0.472,0.227,1.7,7.2,4.5,14.0,1.8,0.3,9.7,15.5,2.2,2.2,0.9,0.6,1.5,1.6,0.005
19,22,80,27.4,8.0,9.7,0.8,0.9,1.8,0.494,0.0,0.673,8.3,0.183,C,16.4,0.565,0.005,0.802,13.4,26.1,19.8,4.8,1.6,4.8,17.2,14.0,2.8,5.5,-1.8,4.9,3.1,2.8,0.003
20,27,74,29.6,16.0,4.4,3.9,1.6,0.4,0.471,0.376,0.803,11.0,0.24,SG,22.3,0.609,0.331,0.567,4.0,13.6,8.8,23.0,2.9,0.9,15.0,24.3,6.4,4.6,4.8,2.2,7.0,5.0,0.003
21,24,76,32.2,12.6,6.4,1.4,1.5,0.6,0.475,0.296,0.733,6.4,0.126,SF,15.8,0.535,0.145,0.293,7.9,14.1,11.1,7.2,2.5,1.5,12.0,18.6,3.0,3.4,0.8,1.7,2.5,2.8,0.003
22,26,80,31.5,9.9,5.2,1.6,1.1,1.0,0.442,0.395,0.789,7.8,0.149,SG,14.8,0.555,0.289,0.372,7.6,12.1,9.8,8.3,2.0,2.4,9.5,14.8,4.4,3.4,1.3,2.4,3.7,3.6,0.002
23,19,82,32.6,12.0,10.0,0.9,0.9,1.7,0.52,0.0,0.671,7.3,0.131,PF,17.2,0.571,0.003,0.61,12.2,22.2,17.3,4.4,1.5,3.6,16.1,16.7,3.8,3.5,-0.5,1.5,1.0,2.0,0.002
24,25,81,23.4,8.4,4.8,1.5,0.5,0.4,0.401,0.258,0.766,2.5,0.062,SF,10.1,0.484,0.161,0.369,4.1,18.6,11.4,10.9,1.0,1.3,16.2,19.7,-0.9,3.3,-3.9,1.7,-2.1,-0.1,0.002
25,22,73,35.6,15.1,10.9,0.9,0.8,1.7,0.447,0.0,0.609,4.0,0.074,PF,16.3,0.479,0.001,0.342,11.5,24.1,17.5,4.3,1.2,3.6,9.8,21.8,0.9,3.1,-2.3,0.5,-1.9,0.1,0.002
26,23,77,38.6,24.1,5.2,6.8,1.6,1.1,0.478,0.289,0.762,11.0,0.177,SG,23.1,0.561,0.034,0.578,4.5,10.8,7.8,31.0,2.2,2.0,16.3,30.9,6.7,4.3,3.1,1.4,4.4,4.8,0.002
0,31,82,35.2,7.3,11.3,1.9,1.8,2.2,0.51,0.0,0.416,10.1,0.168,C,17.5,0.501,0.009,0.637,12.2,25.9,19.0,8.2,2.8,4.6,12.9,11.2,3.3,6.9,-0.6,6.4,5.8,5.7,0.677
1,34,82,33.6,7.5,3.9,1.5,1.0,0.4,0.433,0.424,0.607,6.2,0.108,SF,9.1,0.54,0.457,0.157,1.5,11.9,6.9,6.8,1.6,0.8,10.5,11.1,1.7,4.5,-0.6,2.6,1.9,2.7,0.497
2,24,69,37.7,15.3,8.0,4.3,1.5,3.2,0.46,0.308,0.699,7.9,0.145,SF,20.7,0.556,0.16,0.678,7.4,18.4,12.9,20.5,2.1,7.0,17.6,20.5,3.6,4.3,1.5,4.9,6.4,5.5,0.195
3,26,56,39.4,17.6,5.1,3.6,2.2,0.7,0.404,0.308,0.675,3.7,0.081,SF,15.2,0.491,0.292,0.352,4.0,11.0,7.6,15.8,2.9,1.4,11.6,23.6,0.5,3.2,0.3,1.3,1.6,2.0,0.105
4,26,56,39.4,17.6,5.1,3.6,2.2,0.7,0.404,0.308,0.675,3.7,0.081,SF,18.1,0.534,0.228,0.511,5.1,9.6,7.5,11.1,3.7,1.3,12.9,25.7,0.4,1.1,0.9,2.0,2.9,0.7,0.105
5,26,56,39.4,17.6,5.1,3.6,2.2,0.7,0.404,0.308,0.675,3.7,0.081,SF,14.1,0.474,0.316,0.292,3.6,11.5,7.6,17.6,2.6,1.4,11.0,22.8,0.1,2.1,0.0,1.1,1.1,1.2,0.105
6,31,56,33.2,12.8,11.9,2.1,1.4,3.3,0.465,0.091,0.712,5.5,0.141,C,19.9,0.499,0.017,0.24,8.4,33.3,21.0,10.2,2.2,7.5,11.4,19.5,1.0,4.5,-2.2,6.0,3.8,2.7,0.089
7,29,80,34.8,18.6,11.0,3.2,0.9,2.0,0.484,0.4,0.629,10.8,0.187,PF,23.1,0.523,0.004,0.45,10.1,26.9,18.7,16.5,1.4,4.2,12.2,27.7,3.9,6.9,0.2,4.3,4.6,4.6,0.068
8,27,81,40.3,21.8,11.8,1.8,2.0,1.7,0.525,0.331,0.809,14.6,0.214,PF,23.6,0.591,0.212,0.218,8.7,23.6,16.3,6.8,2.5,2.9,7.7,22.3,8.6,5.9,2.9,2.3,5.3,5.9,0.053
9,35,65,20.0,7.8,5.5,0.2,0.2,2.7,0.597,0.0,0.594,4.8,0.176,C,19.4,0.615,0.003,0.711,11.8,20.3,16.2,1.4,0.5,10.2,16.0,17.5,2.1,2.6,-2.3,3.0,0.7,0.9,0.047
10,23,55,34.5,15.2,7.5,1.7,2.5,2.1,0.538,0.28,0.614,6.4,0.163,SF,21.3,0.578,0.085,0.52,7.1,18.9,12.6,8.8,3.7,4.7,12.0,19.3,3.0,3.4,1.1,4.7,5.8,3.7,0.044
11,27,81,35.0,10.1,5.3,1.7,1.1,1.4,0.488,0.394,0.707,9.1,0.153,SF,14.7,0.574,0.266,0.335,7.1,11.2,9.2,8.2,1.8,3.2,11.2,13.7,4.6,4.5,0.9,3.1,4.0,4.3,0.005
12,26,79,39.2,24.7,10.0,2.6,1.0,2.5,0.527,0.333,0.775,14.8,0.229,PF,26.5,0.58,0.002,0.396,9.3,19.9,14.8,13.1,1.4,4.9,9.3,27.7,9.3,5.5,3.6,2.6,6.3,6.5,0.005
13,22,82,37.6,12.3,5.9,3.1,1.6,0.3,0.5,0.354,0.754,7.5,0.116,SF,14.8,0.598,0.23,0.507,4.4,13.8,9.1,12.9,2.3,0.5,15.4,14.7,4.9,2.6,1.2,0.9,2.1,3.2,0.003
14,29,79,37.5,14.7,3.2,2.6,1.0,0.3,0.457,0.442,0.788,6.8,0.11,SG,12.9,0.584,0.48,0.157,1.7,7.7,4.7,9.8,1.3,0.5,8.2,16.4,4.7,2.1,2.1,-0.3,1.8,2.8,0.002
15,36,75,31.7,9.0,7.3,1.2,0.6,0.7,0.461,0.0,0.827,4.4,0.088,C,12.7,0.515,0.0,0.288,8.9,18.8,13.7,6.3,1.0,1.7,12.0,14.7,2.1,2.3,-1.5,1.1,-0.3,1.0,0.002
16,29,76,38.9,21.8,12.7,4.1,1.4,1.4,0.526,0.267,0.81,14.9,0.242,PF,26.8,0.589,0.025,0.411,8.9,29.7,19.6,20.2,1.9,2.7,11.3,25.5,9.0,5.9,4.4,3.5,7.9,7.4,0.002
17,34,75,32.5,11.8,3.7,2.4,1.7,0.4,0.404,0.356,0.781,7.2,0.141,SG,14.7,0.542,0.518,0.298,1.8,12.0,6.9,12.7,3.0,0.9,10.2,18.1,3.0,4.2,1.5,1.5,3.0,3.1,0.002
18,26,82,27.3,13.0,6.1,1.4,0.5,0.6,0.461,0.391,0.843,6.7,0.144,PF,16.1,0.567,0.286,0.291,4.6,21.0,12.8,9.0,0.9,1.8,11.3,21.3,3.3,3.4,0.2,0.8,1.0,1.7,0.002
19,29,67,28.6,7.2,4.8,1.3,0.8,0.3,0.403,0.403,0.787,4.2,0.104,SF,9.8,0.572,0.734,0.154,2.1,16.9,9.8,6.8,1.5,0.8,12.1,11.6,1.8,2.4,0.3,1.0,1.4,1.6,0.002
20,25,82,35.3,14.1,4.2,2.3,0.8,0.5,0.455,0.35,0.765,7.0,0.115,SF,14.8,0.524,0.183,0.238,4.2,10.0,7.1,10.8,1.2,1.0,7.6,19.6,4.0,3.0,0.4,0.0,0.4,1.8,0.002
21,31,80,34.8,15.1,6.8,2.3,1.0,1.6,0.43,0.357,0.743,8.9,0.154,PF,17.6,0.527,0.407,0.172,3.8,19.8,11.7,11.2,1.6,3.4,6.9,21.1,4.0,4.9,1.5,2.0,3.5,3.9,0.002
0,32,70,33.8,11.2,11.7,3.2,1.2,3.3,0.473,0.0,0.729,7.6,0.155,C,19.1,0.519,0.003,0.335,7.9,30.5,19.4,14.1,1.8,7.0,13.9,15.9,2.5,5.1,-1.3,6.7,5.3,4.4,0.663
1,35,82,30.0,6.2,2.7,1.4,0.8,0.3,0.405,0.384,0.589,4.1,0.079,SF,7.1,0.511,0.497,0.156,1.2,9.4,5.5,7.0,1.3,0.7,11.5,10.9,0.4,3.6,-1.4,1.9,0.5,1.5,0.317
2,30,80,34.1,20.0,10.6,3.4,0.8,2.4,0.546,0.111,0.637,13.0,0.23,C,26.1,0.579,0.008,0.502,9.8,27.0,18.8,18.8,1.3,5.1,14.0,27.9,6.3,6.8,2.0,5.1,7.1,6.3,0.243
3,28,80,37.6,17.5,9.8,1.7,2.0,1.5,0.524,0.317,0.81,12.0,0.191,SF,20.8,0.594,0.235,0.232,7.0,22.6,15.2,6.7,2.6,2.8,8.8,19.3,6.7,5.3,2.4,3.2,5.5,5.7,0.143
4,28,82,36.4,10.1,4.1,2.1,1.0,0.7,0.446,0.421,0.779,9.0,0.144,SF,12.0,0.589,0.57,0.173,2.6,10.4,6.5,9.2,1.4,1.5,9.3,12.1,4.4,4.6,0.8,2.5,3.3,4.0,0.132
5,32,77,35.0,6.4,10.7,2.4,1.4,2.0,0.453,0.2,0.408,8.2,0.146,C,14.6,0.456,0.012,0.63,12.9,21.7,17.4,9.9,2.1,4.6,15.7,10.6,1.6,6.6,-1.1,6.8,5.7,5.2,0.065
6,24,72,36.7,18.1,7.2,2.6,2.0,1.0,0.502,0.325,0.691,7.7,0.141,SF,19.8,0.568,0.126,0.47,6.2,17.4,11.6,12.5,2.8,2.0,12.2,22.5,4.2,3.5,1.8,2.0,3.9,3.9,0.042
7,27,70,37.7,18.8,6.5,3.4,2.1,0.6,0.44,0.358,0.74,6.7,0.122,SF,18.5,0.538,0.25,0.399,4.4,16.0,10.1,15.6,2.9,1.3,10.7,23.3,3.6,3.1,1.9,1.4,3.3,3.5,0.031
8,24,73,34.6,9.5,12.4,0.9,0.5,1.8,0.624,0.0,0.527,7.9,0.15,C,17.0,0.62,0.002,0.429,14.3,27.3,20.7,4.1,0.8,4.1,18.5,12.3,4.1,3.8,-0.3,2.8,2.5,2.9,0.023
9,28,69,35.6,19.4,9.6,2.4,0.7,2.6,0.436,0.0,0.767,4.7,0.091,C,18.8,0.5,0.006,0.392,7.1,24.4,15.5,13.0,1.1,5.6,13.2,28.1,0.5,4.1,-2.3,2.8,0.4,1.5,0.017
10,24,67,34.8,14.4,11.3,1.2,0.9,2.6,0.532,0.0,0.593,7.1,0.147,C,20.1,0.554,0.0,0.399,12.7,26.2,19.2,6.0,1.3,5.7,11.3,19.1,3.5,3.6,-0.5,2.8,2.4,2.6,0.015
11,26,82,36.6,14.3,5.2,2.8,0.6,0.7,0.46,0.386,0.768,8.0,0.128,SF,16.0,0.534,0.211,0.225,5.7,11.3,8.5,12.9,0.9,1.4,8.2,18.9,5.1,2.9,1.7,0.4,2.0,3.0,0.015
12,30,76,39.4,22.4,12.8,4.1,1.2,1.7,0.476,0.214,0.835,10.7,0.171,PF,24.1,0.546,0.042,0.371,7.5,30.8,19.5,19.5,1.6,3.2,11.6,27.4,5.7,4.9,1.8,3.2,5.0,5.2,0.011
13,26,80,35.5,16.6,3.4,6.3,1.3,0.3,0.448,0.415,0.835,10.1,0.171,PG,17.0,0.559,0.318,0.268,1.3,9.7,5.5,29.2,1.8,0.6,13.9,21.6,5.5,4.6,2.7,0.2,2.9,3.5,0.011
14,25,70,29.3,8.3,4.7,2.9,1.1,2.1,0.471,0.213,0.728,4.4,0.104,SF,14.3,0.558,0.179,0.572,5.2,14.3,9.8,14.5,1.9,5.8,20.5,14.4,1.6,2.9,-0.5,4.4,4.0,3.1,0.011
15,21,82,36.9,17.6,12.3,1.9,0.9,1.9,0.603,0.5,0.586,9.7,0.154,C,21.1,0.619,0.002,0.763,11.8,28.9,20.5,9.5,1.2,4.2,21.4,22.7,3.9,5.8,0.5,3.1,3.6,4.3,0.009
16,25,81,21.0,5.2,2.3,1.1,0.9,0.4,0.467,0.2,0.782,3.2,0.09,SG,10.5,0.508,0.026,0.23,4.3,9.1,6.7,8.1,2.2,1.5,7.3,12.2,1.4,1.8,-1.8,0.9,-0.9,0.5,0.009
17,26,79,31.4,10.7,8.3,1.2,0.6,0.3,0.492,0.0,0.68,5.1,0.099,PF,13.7,0.523,0.006,0.283,9.2,21.6,15.5,6.6,1.1,0.8,12.0,17.5,2.0,3.1,-2.0,0.3,-1.7,0.2,0.008
18,26,70,35.1,18.9,6.8,1.8,1.2,0.8,0.459,0.385,0.827,8.8,0.173,SF,20.0,0.548,0.222,0.273,6.5,16.6,11.7,9.2,1.8,1.7,9.3,25.2,5.0,3.8,2.1,0.7,2.8,3.0,0.008
19,21,82,37.5,18.8,7.1,2.5,1.2,0.6,0.517,0.143,0.777,11.3,0.176,SF,18.7,0.56,0.006,0.295,5.5,15.9,10.8,11.8,1.6,1.2,10.0,22.2,5.7,5.6,0.8,1.9,2.7,3.6,0.006
20,26,63,39.3,19.1,7.4,3.7,2.1,0.3,0.463,0.25,0.863,5.3,0.103,SF,18.3,0.537,0.074,0.336,6.6,15.3,10.8,15.9,2.8,0.5,13.9,23.1,3.4,1.9,1.4,0.5,1.9,2.5,0.005
21,21,72,36.8,16.4,8.6,3.3,1.4,2.9,0.439,0.25,0.693,4.4,0.079,SF,18.3,0.506,0.153,0.39,7.4,21.0,14.1,16.3,2.0,6.1,16.3,24.1,0.4,4.0,-0.6,3.6,3.0,3.4,0.005
22,30,78,37.4,14.7,3.2,2.5,0.6,0.3,0.432,0.413,0.776,5.8,0.095,SG,12.0,0.562,0.522,0.16,2.0,7.7,5.0,9.5,0.9,0.5,7.5,17.0,4.2,1.6,2.3,-0.5,1.8,2.8,0.003
23,28,77,40.8,31.6,5.7,5.4,1.4,0.5,0.463,0.344,0.868,13.0,0.199,SG,26.1,0.58,0.227,0.437,2.8,13.5,8.2,25.5,1.8,0.9,10.9,33.6,10.8,2.2,6.1,-1.4,4.7,5.3,0.002
24,23,80,26.0,10.2,2.5,3.7,1.2,0.3,0.492,0.28,0.824,6.5,0.151,PG,16.0,0.574,0.084,0.44,2.7,8.5,5.7,22.9,2.5,0.8,17.1,19.1,3.7,2.9,1.0,0.9,1.9,2.1,0.002
25,23,76,40.3,18.2,5.7,5.7,2.0,0.4,0.447,0.31,0.82,7.7,0.12,SG,18.1,0.562,0.156,0.556,3.0,14.0,8.5,23.8,2.6,0.8,17.5,22.6,4.1,3.6,1.9,1.4,3.4,4.1,0.002
26,26,48,33.8,25.0,9.4,2.0,0.4,2.0,0.516,0.0,0.862,7.4,0.22,C,26.5,0.601,0.002,0.504,7.2,24.7,16.0,12.3,0.6,4.5,14.3,33.5,4.0,3.4,0.4,2.0,2.3,1.8,0.002
27,36,77,20.4,8.6,4.5,0.2,0.2,2.3,0.56,0.0,0.601,3.5,0.107,C,16.7,0.59,0.0,0.725,9.7,16.4,13.1,2.0,0.4,9.0,18.7,20.8,1.0,2.5,-3.9,2.0,-2.0,0.0,0.002
28,31,73,33.4,12.4,3.9,2.1,1.0,0.2,0.477,0.441,0.835,6.5,0.127,SG,14.5,0.597,0.38,0.23,2.9,10.9,6.8,9.9,1.6,0.3,8.6,15.7,4.4,2.1,2.1,0.4,2.5,2.8,0.002
0,31,71,32.8,18.8,9.2,3.4,1.4,1.3,0.539,0.0,0.801,12.9,0.265,PF,25.3,0.588,0.011,0.339,7.3,25.1,16.8,19.9,2.3,3.1,10.8,25.5,6.6,6.2,2.7,4.7,7.4,5.5,0.795
1,33,79,34.9,9.1,13.1,3.3,1.1,3.6,0.45,0.3,0.708,8.5,0.148,C,17.2,0.498,0.031,0.318,9.2,31.1,20.3,12.9,1.5,7.3,14.0,13.0,2.6,5.9,-1.8,6.6,4.8,4.7,0.287
2,29,80,36.3,9.3,5.1,1.9,1.0,1.1,0.428,0.377,0.743,8.2,0.135,SF,11.7,0.561,0.596,0.163,5.2,10.5,7.9,8.0,1.4,2.3,10.5,11.7,3.6,4.6,0.8,3.0,3.8,4.3,0.282
3,36,81,30.2,6.0,2.9,1.1,0.7,0.3,0.407,0.419,0.652,4.4,0.085,SF,7.0,0.527,0.502,0.161,1.6,9.6,5.6,5.5,1.2,0.7,9.1,9.9,0.9,3.4,-1.6,2.1,0.4,1.5,0.129
4,29,82,38.9,28.3,6.3,5.4,1.8,0.5,0.459,0.361,0.84,13.8,0.208,SG,24.2,0.576,0.246,0.439,3.4,14.1,9.0,23.9,2.4,0.9,11.3,31.4,9.5,4.3,5.1,0.3,5.4,6.0,0.065
5,22,81,35.5,17.2,8.2,3.4,1.5,2.8,0.457,0.253,0.71,5.8,0.097,PF,19.0,0.52,0.087,0.414,6.6,20.4,13.5,16.6,2.3,5.9,15.5,25.0,1.2,4.6,-0.7,3.8,3.1,3.7,0.055
6,22,82,37.7,20.7,14.2,1.3,0.9,2.1,0.599,0.0,0.59,12.9,0.2,C,22.9,0.619,0.004,0.921,10.9,31.6,21.7,6.1,1.2,4.2,16.1,24.2,6.4,6.4,-0.2,2.5,2.2,3.3,0.039
7,22,80,37.6,21.1,4.0,11.6,2.7,0.1,0.488,0.369,0.851,17.8,0.284,PG,28.3,0.576,0.193,0.302,2.4,10.3,6.2,52.2,3.9,0.1,12.1,25.7,13.2,4.6,8.3,0.9,9.2,8.5,0.039
8,31,78,34.0,19.3,11.3,2.8,0.7,1.9,0.497,0.0,0.73,11.1,0.201,C,24.4,0.546,0.003,0.393,10.7,28.3,19.6,15.7,1.1,4.3,11.4,28.2,4.9,6.2,0.7,4.1,4.7,4.5,0.035
9,27,82,32.9,13.2,4.9,3.3,0.5,0.4,0.448,0.363,0.768,7.5,0.133,SF,15.6,0.516,0.155,0.256,4.8,12.9,8.8,16.5,0.9,1.0,8.0,19.9,4.3,3.2,1.0,0.6,1.6,2.5,0.021
10,25,79,35.2,11.8,11.7,1.0,0.6,1.1,0.623,0.0,0.593,10.0,0.172,C,17.5,0.632,0.002,0.488,13.2,26.1,19.5,4.4,0.9,2.4,15.6,14.5,5.9,4.1,0.5,1.9,2.4,3.1,0.016
11,33,77,30.5,12.7,6.6,1.8,1.2,1.7,0.432,0.356,0.767,7.6,0.155,C,17.2,0.523,0.362,0.172,4.3,21.8,13.0,9.7,2.1,4.3,8.4,20.5,2.5,5.1,0.6,3.4,4.0,3.6,0.015
12,31,75,35.3,11.9,3.7,2.2,0.7,0.4,0.421,0.401,0.868,4.5,0.082,SG,10.5,0.561,0.583,0.121,2.2,9.0,5.9,8.6,1.0,0.7,7.6,14.5,3.0,1.5,1.7,-0.4,1.3,2.2,0.005
13,26,82,33.2,10.5,10.4,0.5,0.5,2.3,0.513,0.0,0.707,6.9,0.121,C,15.6,0.556,0.002,0.398,13.1,24.0,18.5,2.5,0.8,5.6,16.6,15.4,2.6,4.3,-2.1,2.2,0.1,1.5,0.005
14,29,72,33.7,17.3,3.3,4.2,1.0,0.1,0.484,0.44,0.833,7.7,0.152,SG,18.2,0.552,0.137,0.215,3.7,7.9,5.8,22.3,1.7,0.3,10.5,24.5,4.8,2.9,2.9,-0.4,2.5,2.8,0.005
15,31,78,32.3,17.0,2.7,6.8,1.3,0.2,0.448,0.401,0.918,13.5,0.257,PG,23.6,0.619,0.39,0.498,2.0,8.1,5.0,34.7,2.2,0.5,13.0,23.0,10.2,3.4,6.8,-0.7,6.1,5.2,0.002
16,26,72,30.8,11.0,4.7,4.0,1.2,1.5,0.506,0.379,0.77,7.1,0.154,SF,17.2,0.603,0.213,0.472,6.7,11.9,9.3,18.2,2.0,4.0,17.6,16.1,4.3,2.8,2.4,3.0,5.4,4.1,0.002
17,21,82,25.5,9.6,3.0,3.6,1.1,0.3,0.432,0.257,0.698,3.4,0.078,PG,14.3,0.531,0.236,0.588,2.2,11.3,6.7,21.8,2.2,0.8,14.6,18.6,2.1,1.3,-0.2,-0.4,-0.6,0.8,0.002
18,21,77,29.9,10.6,4.2,5.1,1.7,0.2,0.492,0.263,0.611,7.2,0.15,PG,15.6,0.515,0.027,0.245,4.3,11.9,8.3,28.2,3.0,0.5,15.7,18.9,2.3,4.9,-0.1,2.7,2.6,2.7,0.002
19,28,57,38.1,20.5,5.8,3.5,2.3,0.7,0.453,0.38,0.719,4.7,0.103,SF,18.8,0.535,0.23,0.307,5.6,12.1,8.9,16.2,3.1,1.4,11.9,25.5,2.4,2.2,2.2,0.5,2.7,2.6,0.002
0,23,79,35.7,20.6,13.8,1.4,1.0,2.9,0.572,0.0,0.594,13.8,0.234,C,25.4,0.6,0.002,0.867,13.8,29.5,21.8,7.3,1.4,5.9,15.1,26.1,6.2,7.6,0.1,4.3,4.4,4.6,0.911
1,24,81,37.7,28.4,7.6,7.2,1.7,1.1,0.489,0.344,0.78,20.3,0.318,SF,31.7,0.591,0.238,0.472,4.3,19.0,11.9,38.0,2.4,2.4,11.0,33.8,13.7,6.5,9.4,3.6,13.0,11.6,0.249
2,27,79,38.6,30.2,5.0,7.5,2.2,1.3,0.491,0.317,0.765,14.7,0.232,SG,30.4,0.574,0.16,0.443,3.5,12.2,7.8,40.3,3.0,2.8,11.6,36.2,10.3,4.4,8.7,2.0,10.7,9.7,0.151
3,30,60,33.9,7.3,4.8,2.3,0.8,0.9,0.41,0.384,0.821,5.2,0.123,SG,10.7,0.568,0.669,0.189,3.1,12.9,8.2,10.0,1.3,1.9,11.3,9.9,2.3,2.9,0.4,3.0,3.4,2.8,0.119
4,29,69,35.5,17.1,5.2,3.3,1.5,0.3,0.401,0.399,0.748,5.5,0.108,SF,15.6,0.512,0.369,0.253,3.2,13.4,8.5,16.2,2.3,0.7,10.8,24.5,1.6,4.0,1.1,1.2,2.3,2.7,0.091
5,23,78,38.5,22.8,5.5,11.0,2.8,0.1,0.503,0.364,0.868,18.3,0.292,PG,30.0,0.599,0.14,0.418,2.8,14.6,8.7,54.5,3.9,0.3,13.5,27.5,13.3,5.0,9.1,2.1,11.2,10.0,0.082
6,30,82,36.1,26.8,5.2,4.9,1.5,0.5,0.467,0.351,0.856,12.7,0.206,SG,24.4,0.561,0.196,0.329,3.5,12.8,8.2,23.8,2.1,1.0,9.7,32.2,8.6,4.0,4.8,-0.2,4.5,4.9,0.072
7,32,57,31.1,15.8,8.5,2.5,1.1,1.2,0.531,0.25,0.841,7.1,0.193,PF,21.2,0.563,0.011,0.178,5.6,26.7,16.6,14.7,1.9,3.1,10.1,23.4,3.0,4.1,0.2,3.7,4.0,2.7,0.052
8,30,71,20.6,6.4,6.2,0.4,0.6,2.5,0.548,0.2,0.718,5.4,0.176,C,18.1,0.608,0.034,0.62,13.4,21.6,17.6,3.2,1.4,9.3,15.7,13.4,2.5,2.8,-1.2,4.6,3.4,2.0,0.017
9,22,80,33.0,11.9,5.2,8.2,1.9,0.1,0.505,0.313,0.642,9.9,0.179,PG,18.8,0.543,0.063,0.353,4.8,13.9,9.6,39.7,3.0,0.3,19.2,19.2,4.8,5.1,2.0,2.5,4.5,4.3,0.013
10,32,75,33.7,19.3,10.7,3.5,0.5,1.7,0.504,0.0,0.692,10.1,0.191,C,24.4,0.549,0.002,0.436,9.6,27.9,18.9,19.3,0.8,3.7,11.1,28.5,5.0,5.0,1.1,3.5,4.6,4.2,0.012
11,32,67,34.6,11.9,3.6,2.1,0.7,0.1,0.437,0.421,0.853,3.6,0.074,SG,10.7,0.548,0.396,0.149,2.2,10.5,6.4,10.1,1.1,0.3,10.6,16.3,2.0,1.6,0.2,-0.6,-0.4,0.9,0.007
12,32,67,34.6,11.9,3.6,2.1,0.7,0.1,0.437,0.421,0.853,3.6,0.074,SG,8.5,0.569,0.531,0.119,1.4,8.8,5.2,5.5,0.9,0.2,8.8,12.6,0.7,0.1,0.7,-1.6,-0.9,0.2,0.007
13,32,67,34.6,11.9,3.6,2.1,0.7,0.1,0.437,0.421,0.853,3.6,0.074,SG,11.7,0.541,0.349,0.16,2.6,11.2,6.9,12.2,1.3,0.3,11.1,18.0,1.3,1.5,0.0,-0.2,-0.2,0.7,0.007
14,25,82,39.9,18.8,5.7,5.3,1.6,0.4,0.473,0.307,0.724,9.2,0.134,SF,18.4,0.56,0.228,0.454,3.3,14.0,8.6,22.4,2.1,0.9,13.9,22.3,5.6,3.5,2.8,1.0,3.8,4.8,0.005
15,26,81,28.5,8.6,7.2,1.0,0.9,0.8,0.536,0.0,0.616,8.0,0.166,PF,14.6,0.565,0.004,0.496,8.9,20.6,15.0,5.4,1.8,2.3,11.5,14.2,3.3,4.7,-1.2,2.8,1.6,2.1,0.005
16,26,79,21.5,5.9,4.6,2.1,0.4,2.1,0.508,0.0,0.79,3.6,0.101,C,14.5,0.559,0.008,0.339,5.7,17.4,11.6,13.9,1.0,6.9,14.3,12.4,2.2,1.4,-1.5,3.1,1.7,1.6,0.003
17,23,82,24.4,8.9,4.3,1.8,1.7,0.3,0.46,0.319,0.71,6.1,0.146,SF,15.5,0.544,0.32,0.284,6.4,13.5,10.0,10.4,3.5,0.9,11.5,16.6,2.5,3.5,1.0,2.1,3.1,2.6,0.002
18,34,62,31.0,10.3,11.1,2.0,0.8,2.1,0.512,0.25,0.725,5.2,0.129,C,18.7,0.556,0.008,0.367,9.4,32.7,20.7,10.8,1.4,5.1,13.9,15.8,2.3,2.9,-2.0,3.7,1.8,1.8,0.002
19,36,82,29.8,12.0,4.9,2.3,1.1,0.7,0.523,0.316,0.808,5.3,0.104,SF,15.2,0.584,0.102,0.301,3.2,15.7,9.7,11.0,1.8,1.6,13.0,17.5,3.5,1.9,0.3,0.7,1.0,1.8,0.002
20,29,82,23.8,5.5,8.7,0.3,0.4,1.2,0.625,0.0,0.663,6.6,0.163,C,15.4,0.652,0.004,0.628,12.8,33.1,22.8,2.0,1.0,3.9,18.5,10.2,3.2,3.4,-1.4,1.9,0.4,1.2,0.002
21,23,69,35.1,15.6,7.2,2.4,1.4,1.6,0.492,0.299,0.588,4.9,0.097,PF,17.2,0.533,0.102,0.423,6.5,17.6,12.1,12.1,2.1,3.5,13.8,22.6,1.3,3.6,-0.8,2.5,1.7,2.3,0.002
22,29,77,36.6,16.8,5.3,4.9,0.8,0.2,0.413,0.356,0.807,7.3,0.125,SF,14.8,0.541,0.367,0.38,1.8,14.2,8.2,22.5,1.2,0.5,14.6,23.0,3.0,4.4,0.9,1.2,2.1,2.9,0.002
