,Age_x,G_x,MP_x,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS_x,WS/48_x,Pos,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,OBPM,DBPM,BPM,VORP,Share
0,31,79,35.4,18.8,4.2,10.5,0.8,0.2,0.512,0.439,0.921,12.4,0.212,PG,23.3,0.632,0.324,0.264,1.9,11.1,6.6,44.4,1.1,0.3,19.0,23.3,10.3,2.1,5.4,-1.6,3.7,4.0,0.739
1,21,79,42.5,31.4,7.0,6.6,1.6,0.8,0.48,0.335,0.738,16.3,0.232,SF,28.1,0.568,0.208,0.447,2.6,17.1,9.8,32.8,2.0,1.5,10.7,33.6,12.0,4.3,7.9,1.4,9.3,9.5,0.55
2,27,81,38.1,26.6,9.0,2.8,0.7,1.0,0.48,0.406,0.901,17.7,0.275,PF,28.1,0.589,0.173,0.382,4.6,23.4,14.2,14.7,1.0,2.1,7.9,30.0,13.5,4.3,5.8,-0.1,5.7,6.0,0.435
3,27,80,41.0,35.4,5.3,4.5,1.8,0.4,0.45,0.347,0.85,15.3,0.224,SG,28.0,0.559,0.238,0.377,2.6,12.7,7.6,24.1,2.4,0.7,9.0,38.7,11.6,3.7,7.3,-1.5,5.8,6.5,0.386
4,29,81,36.1,18.5,3.1,8.6,0.9,0.1,0.418,0.433,0.894,15.5,0.254,PG,23.4,0.602,0.42,0.514,1.6,8.7,5.1,39.3,1.3,0.2,12.0,22.9,12.7,2.8,6.9,-2.2,4.7,4.9,0.344
5,24,75,38.6,27.2,5.7,6.7,1.9,0.8,0.495,0.171,0.783,14.4,0.239,SG,27.6,0.577,0.054,0.568,4.5,12.6,8.7,33.0,2.6,1.5,13.2,32.5,10.2,4.2,5.9,1.6,7.5,7.0,0.07
6,26,79,39.2,24.7,10.0,2.6,1.0,2.5,0.527,0.333,0.775,14.8,0.229,PF,26.5,0.58,0.002,0.396,9.3,19.9,14.8,13.1,1.4,4.9,9.3,27.7,9.3,5.5,3.6,2.6,6.3,6.5,0.04
7,29,80,34.8,18.6,11.0,3.2,0.9,2.0,0.484,0.4,0.629,10.8,0.187,PF,23.1,0.523,0.004,0.45,10.1,26.9,18.7,16.5,1.4,4.2,12.2,27.7,3.9,6.9,0.2,4.3,4.6,4.6,0.026
8,23,80,33.9,18.9,3.3,5.8,1.0,0.1,0.548,0.306,0.707,9.6,0.169,PG,20.8,0.584,0.032,0.315,1.7,9.5,5.7,32.2,1.7,0.1,16.1,27.1,5.5,4.1,2.6,0.0,2.6,3.1,0.007
9,30,72,43.1,33.0,3.2,7.4,1.9,0.1,0.447,0.323,0.814,10.6,0.165,PG,25.9,0.543,0.122,0.455,1.7,7.1,4.4,34.9,2.3,0.2,10.2,35.8,8.8,1.8,6.0,-2.5,3.5,4.3,0.001
10,27,81,40.3,21.8,11.8,1.8,2.0,1.7,0.525,0.331,0.809,14.6,0.214,PF,23.6,0.591,0.212,0.218,8.7,23.6,16.3,6.8,2.5,2.9,7.7,22.3,8.6,5.9,2.9,2.3,5.3,5.9,0.001
0,28,78,36.2,24.6,8.9,3.4,0.7,0.8,0.502,0.416,0.904,16.3,0.278,PF,27.6,0.605,0.129,0.411,5.3,23.9,14.8,17.8,1.0,1.7,9.5,28.9,11.8,4.5,5.4,1.3,6.7,6.2,0.882
1,32,76,35.3,18.6,3.5,11.6,0.8,0.1,0.532,0.455,0.899,12.6,0.225,PG,23.8,0.654,0.353,0.254,1.4,9.9,5.8,50.1,1.1,0.2,21.0,22.9,10.8,1.7,6.1,-2.3,3.8,3.9,0.785
2,28,77,40.8,31.6,5.7,5.4,1.4,0.5,0.463,0.344,0.868,13.0,0.199,SG,26.1,0.58,0.227,0.437,2.8,13.5,8.2,25.5,1.8,0.9,10.9,33.6,10.8,2.2,6.1,-1.4,4.7,5.3,0.404
3,30,80,34.1,20.0,10.6,3.4,0.8,2.4,0.546,0.111,0.637,13.0,0.23,C,26.1,0.579,0.008,0.502,9.8,27.0,18.8,18.8,1.3,5.1,14.0,27.9,6.3,6.8,2.0,5.1,7.1,6.3,0.222
4,22,78,40.9,27.3,6.7,6.0,1.6,0.7,0.476,0.319,0.698,13.7,0.206,SF,24.5,0.552,0.191,0.432,3.0,16.6,9.6,29.1,2.1,1.3,11.5,31.0,8.0,5.7,5.4,2.0,7.4,7.6,0.142
5,27,71,35.8,24.6,5.3,6.5,1.3,0.5,0.431,0.331,0.707,8.6,0.163,SG,23.2,0.515,0.257,0.33,2.6,14.5,8.6,37.5,1.9,1.1,11.2,35.0,4.1,4.5,4.6,1.6,6.2,5.2,0.085
6,22,69,38.5,22.6,10.7,2.5,0.6,1.3,0.496,0.343,0.785,9.6,0.174,C,22.6,0.577,0.032,0.539,8.1,24.8,16.4,11.7,0.8,2.6,11.7,26.7,6.1,3.5,1.3,1.3,2.6,3.1,0.033
7,25,74,39.8,28.4,4.6,6.0,1.9,0.2,0.418,0.351,0.844,10.8,0.177,PG,24.0,0.565,0.377,0.464,2.3,11.1,6.6,27.2,2.4,0.3,11.2,31.4,9.3,1.5,7.0,-2.0,5.0,5.2,0.024
8,25,74,34.6,20.9,11.7,3.0,0.9,0.3,0.561,0.0,0.685,9.9,0.185,PF,24.1,0.588,0.0,0.322,11.2,29.9,20.6,16.6,1.4,0.7,12.8,26.5,6.5,3.4,3.4,1.2,4.6,4.3,0.005
9,30,76,39.4,22.4,12.8,4.1,1.2,1.7,0.476,0.214,0.835,10.7,0.171,PF,24.1,0.546,0.042,0.371,7.5,30.8,19.5,19.5,1.6,3.2,11.6,27.4,5.7,4.9,1.8,3.2,5.0,5.2,0.005
10,30,70,36.2,17.0,3.4,7.2,1.2,0.2,0.427,0.345,0.883,11.4,0.216,PG,21.3,0.591,0.388,0.536,1.1,10.0,5.6,32.9,1.8,0.5,12.2,21.5,8.7,2.7,5.4,-0.9,4.4,4.1,0.003
11,34,40,28.4,17.3,7.4,2.0,0.2,1.4,0.591,0.0,0.422,2.8,0.119,C,21.7,0.567,0.0,0.614,10.3,20.3,15.4,14.3,0.4,3.8,13.5,29.4,1.4,1.5,0.4,0.4,0.9,0.8,0.002
12,25,51,37.9,27.4,4.7,7.5,2.1,1.2,0.491,0.266,0.807,8.8,0.219,SG,28.9,0.583,0.082,0.556,3.2,11.2,7.3,40.5,3.0,2.5,15.3,34.7,5.9,2.9,6.5,1.9,8.4,5.1,0.002
13,24,82,32.8,20.4,9.6,1.0,1.0,1.3,0.575,0.0,0.781,11.2,0.201,C,23.1,0.637,0.003,0.555,10.1,23.3,17.0,5.0,1.5,2.9,15.0,25.8,7.2,4.0,0.9,0.7,1.6,2.4,0.002
14,22,65,38.2,28.9,6.0,3.8,1.2,0.4,0.476,0.268,0.808,7.3,0.14,SF,22.1,0.552,0.103,0.391,6.6,11.1,8.9,19.2,1.5,0.7,12.1,33.4,5.2,2.1,3.1,-1.1,2.0,2.5,0.001
15,27,63,35.3,20.1,4.4,8.1,2.1,0.5,0.439,0.304,0.745,6.4,0.139,PG,21.0,0.53,0.272,0.358,2.5,11.3,6.8,36.9,2.9,1.0,13.9,26.5,4.1,2.3,3.5,0.0,3.4,3.1,0.001
16,24,77,32.5,18.6,3.2,5.5,1.1,0.1,0.52,0.395,0.783,9.6,0.185,PG,21.4,0.572,0.035,0.319,1.7,10.0,6.0,31.7,1.8,0.2,13.3,27.4,5.8,3.9,2.5,0.1,2.7,3.0,0.001
0,29,82,38.9,28.3,6.3,5.4,1.8,0.5,0.459,0.361,0.84,13.8,0.208,SG,24.2,0.576,0.246,0.439,3.4,14.1,9.0,23.9,2.4,0.9,11.3,31.4,9.5,4.3,5.1,0.3,5.4,6.0,0.873
1,22,80,37.6,21.1,4.0,11.6,2.7,0.1,0.488,0.369,0.851,17.8,0.284,PG,28.3,0.576,0.193,0.302,2.4,10.3,6.2,52.2,3.9,0.1,12.1,25.7,13.2,4.6,8.3,0.9,9.2,8.5,0.71
2,31,71,32.8,18.8,9.2,3.4,1.4,1.3,0.539,0.0,0.801,12.9,0.265,PF,25.3,0.588,0.011,0.339,7.3,25.1,16.8,19.9,2.3,3.1,10.8,25.5,6.6,6.2,2.7,4.7,7.4,5.5,0.532
3,23,75,40.4,30.0,7.9,7.2,1.8,1.1,0.484,0.315,0.712,15.2,0.242,SF,29.1,0.568,0.219,0.47,4.9,17.8,11.1,37.3,2.4,2.1,11.4,33.5,10.7,4.6,9.0,2.3,11.2,10.1,0.348
4,22,82,37.7,20.7,14.2,1.3,0.9,2.1,0.599,0.0,0.59,12.9,0.2,C,22.9,0.619,0.004,0.921,10.9,31.6,21.7,6.1,1.2,4.2,16.1,24.2,6.4,6.4,-0.2,2.5,2.2,3.3,0.048
5,25,79,33.9,25.2,9.1,1.5,0.8,2.1,0.59,0.161,0.805,14.6,0.262,C,27.6,0.656,0.026,0.571,8.2,21.1,15.2,7.5,1.2,4.0,10.3,28.2,10.9,3.8,3.5,0.4,3.9,4.0,0.021
6,31,78,34.0,19.3,11.3,2.8,0.7,1.9,0.497,0.0,0.73,11.1,0.201,C,24.4,0.546,0.003,0.393,10.7,28.3,19.6,15.7,1.1,4.3,11.4,28.2,4.9,6.2,0.7,4.1,4.7,4.5,0.02
7,28,66,37.0,21.6,5.1,5.9,1.0,0.5,0.419,0.292,0.684,5.8,0.115,SG,18.4,0.487,0.226,0.274,2.0,13.5,7.8,29.6,1.5,0.9,9.8,30.4,2.0,3.8,1.7,0.7,2.4,2.7,0.015
8,33,81,34.3,16.9,3.5,11.1,0.7,0.1,0.504,0.47,0.906,10.5,0.181,PG,21.1,0.641,0.396,0.255,1.2,9.6,5.7,47.3,0.9,0.1,21.6,22.0,9.0,1.4,4.8,-3.2,1.6,2.6,0.014
9,30,74,31.1,19.5,4.8,4.5,1.5,0.4,0.46,0.401,0.86,11.1,0.232,SG,24.3,0.612,0.395,0.449,3.3,14.7,9.1,26.4,2.6,1.1,14.5,28.7,6.6,4.5,6.1,1.9,8.1,5.9,0.007
10,29,77,36.0,23.6,8.6,3.5,0.7,0.9,0.479,0.359,0.879,12.9,0.223,PF,24.6,0.585,0.167,0.414,4.1,22.8,13.8,17.8,1.0,1.9,9.3,28.8,8.9,4.0,4.2,0.9,5.2,5.0,0.004
11,23,82,37.3,18.8,3.0,10.5,1.1,0.3,0.507,0.395,0.803,11.3,0.177,PG,20.8,0.595,0.188,0.368,1.4,8.3,4.9,43.6,1.5,0.6,17.7,23.1,8.9,2.3,4.3,-2.2,2.1,3.2,0.003
12,23,77,36.4,25.7,7.4,3.4,1.3,0.5,0.492,0.354,0.786,8.2,0.14,SF,21.1,0.568,0.111,0.398,7.0,14.9,11.0,16.1,1.7,1.0,12.7,30.2,5.2,3.0,2.2,-0.6,1.6,2.6,0.002
13,26,81,34.9,21.1,10.4,2.9,1.2,0.5,0.547,0.0,0.738,10.2,0.173,PF,21.9,0.581,0.001,0.303,8.6,27.7,18.2,14.2,1.8,1.2,12.5,26.6,5.9,4.3,1.9,1.3,3.2,3.7,0.001
14,31,79,38.7,21.4,10.2,1.5,1.3,0.4,0.436,0.339,0.76,9.2,0.144,PF,20.3,0.525,0.25,0.309,8.0,23.3,15.4,7.2,1.9,0.9,6.6,25.9,6.0,3.2,1.8,-1.4,0.3,1.8,0.001
15,30,80,35.9,19.6,5.1,4.5,1.3,0.5,0.464,0.392,0.843,12.4,0.207,SF,19.6,0.599,0.332,0.442,2.3,14.0,8.5,21.8,1.9,1.0,14.4,24.8,6.7,5.7,3.3,1.5,4.7,4.9,0.001
16,33,77,30.5,12.7,6.6,1.8,1.2,1.7,0.432,0.356,0.767,7.6,0.155,C,17.2,0.523,0.362,0.172,4.3,21.8,13.0,9.7,2.1,4.3,8.4,20.5,2.5,5.1,0.6,3.4,4.0,3.6,0.001
0,24,81,37.7,28.4,7.6,7.2,1.7,1.1,0.489,0.344,0.78,20.3,0.318,SF,31.7,0.591,0.238,0.472,4.3,19.0,11.9,38.0,2.4,2.4,11.0,33.8,13.7,6.5,9.4,3.6,13.0,11.6,0.969
1,30,82,36.1,26.8,5.2,4.9,1.5,0.5,0.467,0.351,0.856,12.7,0.206,SG,24.4,0.561,0.196,0.329,3.5,12.8,8.2,23.8,2.1,1.0,9.7,32.2,8.6,4.0,4.8,-0.2,4.5,4.9,0.577
2,27,79,38.6,30.2,5.0,7.5,2.2,1.3,0.491,0.317,0.765,14.7,0.232,SG,30.4,0.574,0.16,0.443,3.5,12.2,7.8,40.3,3.0,2.8,11.6,36.2,10.3,4.4,8.7,2.0,10.7,9.7,0.562
3,23,79,35.7,20.6,13.8,1.4,1.0,2.9,0.572,0.0,0.594,13.8,0.234,C,25.4,0.6,0.002,0.867,13.8,29.5,21.8,7.3,1.4,5.9,15.1,26.1,6.2,7.6,0.1,4.3,4.4,4.6,0.271
4,23,78,38.5,22.8,5.5,11.0,2.8,0.1,0.503,0.364,0.868,18.3,0.292,PG,30.0,0.599,0.14,0.418,2.8,14.6,8.7,54.5,3.9,0.3,13.5,27.5,13.3,5.0,9.1,2.1,11.2,10.0,0.159
5,32,79,35.3,17.7,3.0,6.4,1.2,0.2,0.418,0.408,0.913,10.1,0.174,PG,18.8,0.592,0.405,0.467,1.4,8.4,5.0,28.9,1.7,0.5,13.0,21.7,7.9,2.2,4.2,-1.7,2.5,3.2,0.027
6,32,79,35.3,17.7,3.0,6.4,1.2,0.2,0.418,0.408,0.913,10.1,0.174,PG,17.5,0.492,0.333,0.476,1.7,15.5,8.5,33.0,2.4,1.1,13.6,20.0,0.1,0.1,0.3,0.1,0.4,0.0,0.027
7,32,79,35.3,17.7,3.0,6.4,1.2,0.2,0.418,0.408,0.913,10.1,0.174,PG,18.8,0.595,0.407,0.467,1.4,8.2,4.9,28.8,1.7,0.5,13.0,21.8,7.8,2.1,4.3,-1.7,2.5,3.1,0.027
8,31,81,37.5,20.5,5.6,3.6,1.0,0.3,0.457,0.391,0.83,10.3,0.164,SF,17.7,0.582,0.257,0.468,2.4,15.4,9.2,16.3,1.4,0.7,13.8,25.4,5.5,4.8,1.7,0.7,2.5,3.4,0.017
9,26,72,34.1,22.0,3.1,6.9,0.9,0.1,0.506,0.292,0.782,8.6,0.168,PG,23.4,0.556,0.051,0.287,1.3,9.4,5.4,40.1,1.5,0.1,11.6,31.7,5.6,3.0,3.9,-0.8,3.1,3.2,0.007
10,24,78,37.2,22.6,4.7,5.1,1.1,0.3,0.48,0.377,0.824,13.5,0.223,SG,24.0,0.573,0.167,0.383,4.4,11.6,7.9,25.4,1.7,0.6,9.0,27.4,10.9,2.6,5.9,-0.2,5.8,5.7,0.006
11,30,81,37.7,25.9,8.4,2.4,0.8,0.8,0.479,0.359,0.89,10.9,0.171,PF,23.1,0.564,0.105,0.337,3.3,22.1,12.8,12.1,1.0,1.5,7.8,30.3,7.5,3.4,1.9,-0.7,1.2,2.4,0.002
12,32,75,33.7,19.3,10.7,3.5,0.5,1.7,0.504,0.0,0.692,10.1,0.191,C,24.4,0.549,0.002,0.436,9.6,27.9,18.9,19.3,0.8,3.7,11.1,28.5,5.0,5.0,1.1,3.5,4.6,4.2,0.002
13,28,77,33.6,19.7,9.9,1.8,0.4,1.9,0.548,1.0,0.866,10.6,0.196,C,22.7,0.618,0.001,0.426,9.6,24.1,17.1,10.0,0.6,4.2,16.0,26.2,5.6,5.0,0.6,2.4,3.0,3.3,0.001
0,25,76,39.0,29.7,7.3,8.6,1.6,1.0,0.503,0.333,0.767,18.5,0.299,SF,31.1,0.604,0.253,0.506,3.0,18.5,11.1,41.8,2.2,2.0,12.3,33.5,13.3,5.2,9.7,2.8,12.5,10.9,0.98
1,21,82,39.5,30.1,7.6,2.8,1.4,1.0,0.476,0.365,0.9,16.1,0.238,SF,26.2,0.607,0.21,0.504,3.8,17.9,11.0,13.5,1.8,1.9,11.7,32.0,11.1,5.0,4.9,0.2,5.1,5.8,0.495
2,31,73,38.8,27.0,5.4,5.0,1.5,0.3,0.456,0.329,0.811,9.4,0.16,SG,21.9,0.545,0.192,0.345,3.1,12.2,7.7,23.8,2.1,0.5,11.4,32.3,5.4,4.0,3.6,-0.1,3.6,4.0,0.487
3,24,82,34.7,18.3,13.2,1.8,0.9,2.8,0.612,0.0,0.592,13.2,0.223,C,24.0,0.63,0.008,0.978,12.0,31.3,22.0,8.7,1.4,6.0,18.7,23.9,6.1,7.1,0.4,5.0,5.5,5.4,0.389
4,28,77,36.3,26.6,4.8,6.5,1.8,1.1,0.476,0.3,0.761,13.0,0.224,SG,28.0,0.562,0.161,0.465,4.5,11.1,7.8,36.4,2.7,2.4,12.2,34.9,8.5,4.6,7.4,2.0,9.4,8.0,0.097
5,25,69,38.2,28.2,6.6,3.2,1.3,0.4,0.458,0.316,0.83,7.9,0.145,SF,22.2,0.548,0.125,0.407,6.7,13.1,9.9,15.9,1.7,0.9,10.6,33.4,5.6,2.4,2.7,-1.3,1.4,2.3,0.053
6,31,81,37.5,25.0,7.7,2.7,0.9,1.0,0.481,0.421,0.915,12.3,0.194,PF,22.9,0.578,0.081,0.392,3.1,20.1,11.7,13.0,1.2,2.0,7.8,28.8,8.4,3.9,2.3,0.3,2.6,3.5,0.045
7,35,81,32.8,16.5,3.3,11.0,0.5,0.1,0.507,0.426,0.938,9.9,0.178,PG,21.6,0.615,0.295,0.228,1.5,9.4,5.7,50.9,0.8,0.3,21.4,22.9,9.1,0.8,4.9,-3.1,1.8,2.6,0.04
8,25,76,36.9,18.7,4.0,10.5,1.3,0.2,0.469,0.371,0.801,10.3,0.177,PG,20.6,0.574,0.246,0.397,2.2,10.4,6.4,44.5,1.8,0.5,16.9,23.8,7.4,3.0,4.3,-1.0,3.3,3.7,0.006
9,27,82,34.6,23.1,8.9,1.0,0.6,1.0,0.557,0.167,0.771,10.7,0.181,PF,22.6,0.615,0.005,0.5,9.7,18.9,14.5,4.8,0.9,2.1,12.1,27.3,8.2,2.5,1.6,-1.3,0.3,1.6,0.004
10,32,75,28.7,16.5,3.8,4.9,1.4,0.3,0.441,0.377,0.87,9.7,0.216,SG,22.5,0.584,0.388,0.393,3.8,11.6,7.7,28.2,2.5,0.8,12.7,25.8,6.5,3.2,5.6,0.7,6.3,4.5,0.002
11,33,73,34.1,19.5,3.1,5.6,1.1,0.1,0.418,0.386,0.91,9.5,0.182,PG,20.2,0.601,0.423,0.532,1.2,9.3,5.3,26.1,1.7,0.3,13.0,24.3,7.7,1.7,5.0,-1.9,3.1,3.2,0.001
12,25,70,36.1,24.0,10.8,2.4,0.6,1.0,0.518,0.364,0.797,9.6,0.182,C,25.0,0.592,0.019,0.509,9.9,25.2,17.7,11.5,0.9,2.1,10.7,28.7,7.9,1.7,3.0,-0.7,2.3,2.7,0.001
13,31,81,38.6,20.6,5.0,3.7,1.6,0.5,0.423,0.328,0.779,5.0,0.077,SG-PF,15.6,0.518,0.277,0.306,3.0,12.2,7.7,17.7,2.2,1.1,13.9,27.5,0.5,4.6,0.3,0.5,0.8,2.2,0.001
14,31,81,38.6,20.6,5.0,3.7,1.6,0.5,0.423,0.328,0.779,5.0,0.077,PF,14.5,0.499,0.301,0.278,2.2,10.9,6.5,21.3,2.2,1.4,14.8,25.0,-0.1,0.2,-1.1,-1.5,-2.6,0.0,0.001
15,31,81,38.6,20.6,5.0,3.7,1.6,0.5,0.423,0.328,0.779,5.0,0.077,SG,15.7,0.52,0.275,0.309,3.1,12.3,7.8,17.3,2.2,1.1,13.8,27.8,0.6,4.4,0.5,0.7,1.2,2.3,0.001
16,28,76,38.0,21.3,4.6,4.9,1.1,0.1,0.458,0.369,0.818,8.4,0.14,SG,19.3,0.538,0.253,0.194,3.0,11.4,7.1,22.0,1.5,0.1,8.8,26.3,6.0,2.4,3.5,-1.3,2.2,3.0,0.001
0,22,81,37.4,25.0,4.1,7.7,1.0,0.6,0.445,0.332,0.858,13.1,0.208,PG,23.5,0.55,0.241,0.348,3.2,9.4,6.4,38.7,1.5,1.3,13.1,32.2,8.3,4.8,5.8,0.1,5.9,6.0,0.977
1,25,78,37.6,22.9,14.1,1.4,1.4,2.4,0.593,0.0,0.596,14.4,0.235,C,26.1,0.616,0.007,0.877,12.6,30.6,21.8,6.8,1.9,4.9,16.2,27.2,6.7,7.7,0.9,3.9,4.8,5.0,0.531
2,26,79,38.8,26.7,7.5,7.0,1.6,0.6,0.51,0.33,0.759,15.6,0.244,SF,27.3,0.594,0.188,0.446,3.3,18.7,11.4,34.9,2.1,1.3,13.8,31.5,10.3,5.3,6.5,2.1,8.6,8.2,0.431
3,32,82,33.9,25.3,5.1,4.7,1.2,0.1,0.451,0.323,0.828,10.3,0.178,SG,23.9,0.548,0.217,0.356,3.5,13.3,8.5,26.7,1.9,0.3,11.4,35.1,6.8,3.5,4.7,-0.9,3.8,4.1,0.354
4,22,78,38.9,27.7,6.8,2.7,1.1,1.0,0.462,0.35,0.88,12.0,0.189,SF,23.6,0.589,0.269,0.439,2.3,17.7,10.3,13.2,1.5,1.8,10.6,30.6,8.6,3.3,3.7,-0.8,2.9,3.7,0.157
5,32,73,34.3,23.0,7.0,2.6,0.5,0.6,0.517,0.393,0.892,11.1,0.213,PF,23.4,0.612,0.142,0.376,2.4,20.8,12.0,14.2,0.8,1.4,9.1,28.2,7.8,3.3,3.2,0.6,3.8,3.7,0.093
6,29,76,37.1,25.5,6.4,4.6,1.5,1.1,0.5,0.306,0.758,12.8,0.218,SG,25.6,0.581,0.149,0.471,5.5,14.4,10.2,23.5,2.1,2.4,12.4,31.6,8.1,4.7,4.4,1.5,5.9,5.7,0.02
7,33,80,30.3,17.4,3.7,4.9,1.5,0.4,0.433,0.349,0.871,9.9,0.195,SG,21.7,0.581,0.433,0.403,2.1,11.8,7.1,26.4,2.6,0.8,12.7,26.0,6.6,3.2,4.9,0.4,5.3,4.5,0.017
8,28,78,36.8,25.3,8.2,2.6,0.9,1.9,0.502,0.435,0.792,8.0,0.134,C,22.7,0.565,0.016,0.403,7.8,17.6,12.7,13.2,1.2,3.8,12.5,30.9,5.4,2.6,0.8,-0.1,0.7,1.9,0.007
9,21,82,38.0,22.5,12.1,3.8,0.8,0.5,0.506,0.292,0.642,9.8,0.152,PF,21.9,0.549,0.017,0.505,10.2,26.9,18.6,18.7,1.0,1.1,11.7,27.3,6.5,3.4,2.2,0.9,3.2,4.0,0.004
10,24,68,37.2,10.6,4.4,11.2,2.3,0.2,0.475,0.233,0.568,6.6,0.126,PG,17.1,0.495,0.064,0.197,4.5,9.7,7.2,47.1,3.2,0.3,24.3,18.3,1.8,4.8,0.3,1.7,2.0,2.5,0.004
11,28,78,32.4,17.5,3.1,6.6,1.2,0.0,0.519,0.357,0.769,8.2,0.156,PG,20.4,0.569,0.065,0.283,1.4,9.3,5.5,35.2,1.9,0.1,14.3,25.5,5.8,2.4,2.5,-0.8,1.7,2.4,0.002
12,25,80,36.0,15.9,4.1,9.8,2.4,0.1,0.463,0.388,0.878,13.9,0.232,PG,23.7,0.578,0.197,0.414,1.6,12.3,6.9,45.8,3.5,0.1,13.9,21.1,9.5,4.4,5.4,1.0,6.4,6.1,0.002
0,27,62,37.5,27.1,7.9,6.2,1.9,0.8,0.531,0.362,0.771,14.5,0.298,SF,30.7,0.605,0.127,0.429,5.0,19.7,12.6,33.6,2.6,1.7,13.3,32.0,10.0,4.5,8.3,2.7,11.0,7.6,0.888
1,23,66,38.6,28.0,8.0,3.5,1.3,1.2,0.496,0.387,0.86,12.2,0.23,SF,26.2,0.61,0.265,0.386,1.9,20.4,11.8,17.5,1.8,2.2,14.0,31.3,8.5,3.7,4.7,0.5,5.2,4.6,0.735
2,26,60,36.4,19.8,3.6,9.1,2.5,0.1,0.478,0.371,0.861,12.7,0.278,PG,27.0,0.581,0.239,0.339,2.3,9.4,5.8,43.8,3.8,0.2,10.8,24.3,10.4,2.3,8.0,-0.1,7.9,5.4,0.318
3,33,58,38.5,27.9,5.4,4.6,1.2,0.3,0.43,0.303,0.845,6.2,0.132,SG,21.9,0.527,0.215,0.338,3.5,11.8,7.8,23.7,1.6,0.6,11.7,35.7,4.2,2.0,3.6,-1.4,2.3,2.4,0.291
4,29,60,32.1,18.3,2.9,7.7,1.0,0.1,0.48,0.23,0.799,7.1,0.177,PG,22.0,0.539,0.069,0.319,1.3,8.7,5.1,40.3,1.5,0.2,13.1,27.7,5.5,1.6,3.2,-1.5,1.7,1.8,0.274
5,23,55,39.0,26.0,13.3,2.0,0.9,0.5,0.448,0.372,0.824,10.0,0.223,PF,25.4,0.568,0.266,0.434,11.6,26.4,19.0,10.0,1.1,0.9,9.2,28.8,7.6,2.3,5.1,-0.6,4.5,3.5,0.048
6,26,54,38.3,20.6,14.5,1.9,1.5,2.1,0.573,0.0,0.491,7.7,0.179,C,24.2,0.569,0.01,0.788,11.0,33.1,21.9,9.8,2.1,4.4,15.2,26.1,3.3,4.4,0.1,3.7,3.8,3.0,0.011
7,25,53,36.9,11.9,4.8,11.7,1.8,0.1,0.448,0.238,0.597,4.9,0.121,PG,17.5,0.483,0.073,0.316,3.9,11.2,7.7,52.5,2.6,0.1,22.8,20.7,1.5,3.4,0.6,0.7,1.3,1.6,0.01
8,37,62,31.6,12.5,3.0,10.7,0.6,0.1,0.532,0.39,0.894,5.9,0.144,PG,20.3,0.625,0.254,0.256,1.5,9.1,5.3,53.1,1.0,0.3,27.1,19.6,5.2,0.6,2.9,-3.5,-0.5,0.7,0.006
9,30,49,33.2,22.1,4.8,4.6,1.7,1.3,0.497,0.268,0.791,7.7,0.227,SG,26.3,0.559,0.067,0.355,5.6,11.6,8.7,27.3,2.7,3.1,11.8,31.3,4.8,2.9,4.5,1.8,6.3,3.4,0.005
10,23,39,35.3,21.8,3.4,7.9,0.9,0.7,0.435,0.312,0.812,6.0,0.211,PG,23.0,0.532,0.249,0.344,2.1,8.4,5.3,40.3,1.4,1.4,12.9,30.5,4.1,2.0,5.5,-0.6,4.9,2.4,0.004
11,33,62,33.5,21.6,6.7,2.2,0.7,0.5,0.457,0.368,0.896,7.6,0.175,PF,21.7,0.564,0.205,0.343,2.5,19.9,11.3,12.6,1.1,1.2,9.0,29.2,5.0,2.6,2.3,-0.5,1.8,2.0,0.003
12,23,66,35.3,23.6,4.6,5.5,1.7,0.3,0.457,0.316,0.823,7.9,0.163,PG,22.9,0.538,0.155,0.326,5.0,9.4,7.4,29.8,2.5,0.7,14.2,32.7,5.5,2.4,3.7,-0.5,3.2,3.0,0.003
13,35,58,28.2,15.4,9.0,2.3,0.7,1.5,0.492,0.0,0.695,5.9,0.174,C,22.5,0.531,0.005,0.34,7.9,28.2,18.3,13.5,1.2,3.9,10.3,26.2,3.0,2.9,-0.2,2.6,2.4,1.8,0.002
14,30,60,35.5,18.8,3.7,3.9,0.8,0.2,0.454,0.388,0.849,6.4,0.145,SG,18.4,0.557,0.346,0.2,2.9,9.2,6.1,19.7,1.2,0.5,10.3,24.9,4.4,2.1,3.4,-1.4,2.1,2.2,0.001
0,28,76,37.9,26.8,8.0,7.3,1.7,0.9,0.565,0.406,0.753,19.3,0.322,PF,31.6,0.64,0.188,0.395,4.4,20.8,13.1,36.4,2.4,1.9,12.4,30.2,14.6,4.7,9.2,2.4,11.6,9.8,0.998
1,24,81,38.5,28.1,7.9,4.6,1.4,1.3,0.51,0.416,0.905,18.9,0.291,SF,28.3,0.647,0.233,0.523,1.8,20.3,11.8,21.7,1.9,2.6,13.7,29.8,13.6,5.3,6.2,1.4,7.7,7.6,0.632
2,28,67,37.0,28.7,6.9,2.6,0.8,0.5,0.449,0.379,0.83,9.5,0.184,PF,24.8,0.56,0.278,0.344,6.1,15.9,10.8,14.1,1.1,1.1,9.3,35.6,7.5,2.0,4.7,-2.3,2.4,2.8,0.393
